rating,reviewerID,asin,reviewText,summary,title
5.0,A198RQKA8VFDQ8,B000050FDY,"great price, item works good",Five Stars,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary)
5.0,A198RQKA8VFDQ8,B000050FDY,"great price, item works good",Five Stars,Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary)
5.0,A141OPVE376YFI,B000050FDY,"I have the Braun 8585 razor; see my review there for my thoughts on that.

I do love the cleaning fluid despite what I think about the razor.  It works great - I've opened the razor after a cleaning cycle and the inside is spotless.  The smell is pleasant too.

Best of all, it lasts.  One cartridge lasts me 3 months.  I only clean my razor when the ""normal"" light is on, or every 2-3 shaves.  The cost to clean my razor works out to less than $20/year.  That's a bargain to me.  No more brushes or hot running water!  Now if only the razor did a better job...","Love the cleaning fluid, don't care much for the razor",Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary)
5.0,A141OPVE376YFI,B000050FDY,"I have the Braun 8585 razor; see my review there for my thoughts on that.

I do love the cleaning fluid despite what I think about the razor.  It works great - I've opened the razor after a cleaning cycle and the inside is spotless.  The smell is pleasant too.

Best of all, it lasts.  One cartridge lasts me 3 months.  I only clean my razor when the ""normal"" light is on, or every 2-3 shaves.  The cost to clean my razor works out to less than $20/year.  That's a bargain to me.  No more brushes or hot running water!  Now if only the razor did a better job...","Love the cleaning fluid, don't care much for the razor",Braun Clean &amp; Renew Refill Cartridges CCR - 2 Count (Packaging May Vary)
2.0,A6FIAB28IS79,B000050FDT,"The manufacturers of electric shavers appear to be taking pages out of the playbook used by makers of printers, which are often priced cheaper than the print cartridges themselves.  Once they've got you as a customer, they figure the red ink will soon be the customer's, not theirs.  Purchasing another screen (my 3rd or 4th in two years) for a shaver that cost me only 20% more than the flimsy foil itself strikes me as exhorbitant if not exploitive.  (The least Braun could do is make the foil available as a separate item rather than bundling it with the cutter assembly.)  I'd try a Norelco or Remington, but I think they're all manufactured in China for the same U.S. company (Gillette?).  I may bloody my face for a few more days before throwing in the towel--or trying a Panasonic.",Foiled again!,Braun 3000 Series InterFace/Interface Excel Replacement Pack
2.0,A6FIAB28IS79,B000050FDT,"The manufacturers of electric shavers appear to be taking pages out of the playbook used by makers of printers, which are often priced cheaper than the print cartridges themselves.  Once they've got you as a customer, they figure the red ink will soon be the customer's, not theirs.  Purchasing another screen (my 3rd or 4th in two years) for a shaver that cost me only 20% more than the flimsy foil itself strikes me as exhorbitant if not exploitive.  (The least Braun could do is make the foil available as a separate item rather than bundling it with the cutter assembly.)  I'd try a Norelco or Remington, but I think they're all manufactured in China for the same U.S. company (Gillette?).  I may bloody my face for a few more days before throwing in the towel--or trying a Panasonic.",Foiled again!,Braun 3000 Series InterFace/Interface Excel Replacement Pack
5.0,A3FKGKUCI3DG9U,B000050FDT,The Braun razor gives a good close shave.  I have only had to change the heads about once a year.,Good Shave,Braun 3000 Series InterFace/Interface Excel Replacement Pack
5.0,A3FKGKUCI3DG9U,B000050FDT,The Braun razor gives a good close shave.  I have only had to change the heads about once a year.,Good Shave,Braun 3000 Series InterFace/Interface Excel Replacement Pack
5.0,AAV5IVZ1RNQU1,B000052YD8,"I've always enjoyed Scope Mint Mouthwash.  In fact, I had some just a few  minutes ago after I awakened from a long nap.  It leaves such a fresh taste in my mouth!",Scope Mint Mouthwash is always great!,Scope Original Mint Mouthwash 50.7 Fl Oz
5.0,AAV5IVZ1RNQU1,B000052YD8,"I've always enjoyed Scope Mint Mouthwash.  In fact, I had some just a few  minutes ago after I awakened from a long nap.  It leaves such a fresh taste in my mouth!",Scope Mint Mouthwash is always great!,Scope Original Mint Mouthwash 50.7 Fl Oz
5.0,A1JZFGZEZVWQPY,B000052YD8,"Large size fifty ounce
This is the great classic mouthwash. There are so many imitations out there of Scope. I have bought the knock offs too just to save one dollar. They are the same green, but they are just not the same. From now on I am just going to spend the extra dollar to get the real deal. Life is just to short for bad mouthwash,
Ingredients
Water, Alcohol (13 WT%), Glycerin, Flavor, Polysorbate 80, Sodium Saccharin, Sodium Benzoate, Cetylpyridinium Chloride, Benzoic Acid, Blue 1, Yellow 5",Large Scope Original,Scope Original Mint Mouthwash 50.7 Fl Oz
5.0,A1JZFGZEZVWQPY,B000052YD8,"Large size fifty ounce
This is the great classic mouthwash. There are so many imitations out there of Scope. I have bought the knock offs too just to save one dollar. They are the same green, but they are just not the same. From now on I am just going to spend the extra dollar to get the real deal. Life is just to short for bad mouthwash,
Ingredients
Water, Alcohol (13 WT%), Glycerin, Flavor, Polysorbate 80, Sodium Saccharin, Sodium Benzoate, Cetylpyridinium Chloride, Benzoic Acid, Blue 1, Yellow 5",Large Scope Original,Scope Original Mint Mouthwash 50.7 Fl Oz
5.0,ANV9L0JU6BNL,B000052YAN,"best floss i've used. does not break as easily as others, and i have tight teeth.",best floss i've used,"Reach Dentotape Waxed Dental Floss with Extra Wide Cleaning Surface for Large Spaces between Teeth, Unflavored, 100 Yards"
5.0,ANV9L0JU6BNL,B000052YAN,"best floss i've used. does not break as easily as others, and i have tight teeth.",best floss i've used,"Reach Dentotape Waxed Dental Floss with Extra Wide Cleaning Surface for Large Spaces between Teeth, Unflavored, 100 Yards"
5.0,ABPNZ9RKXOP0E,B0000530HU,great after shave and fits well into travel bag,Five Stars,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,ABPNZ9RKXOP0E,B0000530HU,great after shave and fits well into travel bag,Five Stars,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A3CIUOJXQ5VDQ2,B0000530HU,As advertised. Reasonably priced,Five Stars,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A3CIUOJXQ5VDQ2,B0000530HU,As advertised. Reasonably priced,Five Stars,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A1IYW63ZV9E8YK,B0000530HU,Always good stuff.,Five Stars,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A1IYW63ZV9E8YK,B0000530HU,Always good stuff.,Five Stars,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,AA135P8N5Y3MZ,B0000530HU,"I prefer a liquid aftershave, rather than a lotion (it seems to absorb quicker), and Aqua Velva Classic Ice Blue is one of those legendary fragrances. They have been making it for almost 100 years. and it has that timeless masculine smell that still appeals to men. I find Aqua Velva gives a refreshing scent, and it also helps to sooth and tone the skin, and make it more firm. Also, the price is great for a quality product. Highly recommended.",98 Years of Aqua Velva,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,AA135P8N5Y3MZ,B0000530HU,"I prefer a liquid aftershave, rather than a lotion (it seems to absorb quicker), and Aqua Velva Classic Ice Blue is one of those legendary fragrances. They have been making it for almost 100 years. and it has that timeless masculine smell that still appeals to men. I find Aqua Velva gives a refreshing scent, and it also helps to sooth and tone the skin, and make it more firm. Also, the price is great for a quality product. Highly recommended.",98 Years of Aqua Velva,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A3H7T87S984REU,B0000530HU,Like the oder and the feel when I put it on my face.  I have tried other brands but the reviews from people I know they prefer the oder of this brand. Not hard on the face when dry.  Does not leave dry skin.,Good for the face,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A3H7T87S984REU,B0000530HU,Like the oder and the feel when I put it on my face.  I have tried other brands but the reviews from people I know they prefer the oder of this brand. Not hard on the face when dry.  Does not leave dry skin.,Good for the face,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
1.0,A3J034YH7UG4KT,B0000530HU,I bought this to smell nice after I shave.  When I put it on I smelled awful.  I am 19 and I smelled like a grandmother with too much perfume.,Smells awful,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
1.0,A3J034YH7UG4KT,B0000530HU,I bought this to smell nice after I shave.  When I put it on I smelled awful.  I am 19 and I smelled like a grandmother with too much perfume.,Smells awful,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
1.0,AAV5IVZ1RNQU1,B0000530HU,"To me, the fragrance is rotten! I was hoping to find an equivalent of Jovan Musk that I really enjoyed many years ago, but this one doesn't even come close!  In fact, if I can't give it away, I'll just throw it away! It stinks!","To me, the fragrance is rotten!","Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
1.0,AAV5IVZ1RNQU1,B0000530HU,"To me, the fragrance is rotten! I was hoping to find an equivalent of Jovan Musk that I really enjoyed many years ago, but this one doesn't even come close!  In fact, if I can't give it away, I'll just throw it away! It stinks!","To me, the fragrance is rotten!","Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,AAV5IVZ1RNQU1,B0000530HU,"This blue, cooling, Aqua Velva is, naturally, as good as I've bought in a store, and I bought four bottles of it so it should last a long time!",It's as good as I've bought in a store!,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,AAV5IVZ1RNQU1,B0000530HU,"This blue, cooling, Aqua Velva is, naturally, as good as I've bought in a store, and I bought four bottles of it so it should last a long time!",It's as good as I've bought in a store!,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A10Y59HW4O47N0,B0000530HU,I purchased this at Walmart for $3.25 and was pleasantly surprised. Starts out with a nice medium sting due to the Alcohol SD40 and the scent is a very strong Musk with some sweetness. Within about 10 minutes most of that scent is gone but there is a high level of smoothing and no drying out.  If you like Musk you cant beat this one for the price and for it high quality. Two small drawbacks are its small size and plastic bottle.,Aqua Velva Musk Aftershave,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A10Y59HW4O47N0,B0000530HU,I purchased this at Walmart for $3.25 and was pleasantly surprised. Starts out with a nice medium sting due to the Alcohol SD40 and the scent is a very strong Musk with some sweetness. Within about 10 minutes most of that scent is gone but there is a high level of smoothing and no drying out.  If you like Musk you cant beat this one for the price and for it high quality. Two small drawbacks are its small size and plastic bottle.,Aqua Velva Musk Aftershave,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A2UEO5XR3598GI,B0000530HU,"HEY!! I am an Aqua Velva Man and absolutely love this stuff, been using it for over 50 years. This is a true after shave lotion classic. Not quite sure how many women that have been attracted to me because of Aqua Velva,  I do know for sure that it's just to many to count. Ha.  Not sure how long this has been around but the Williams Company ran a paper advertisement, taken from a 1949 magazine, which features Ralph Bellamy of Detective Story and Ezio Pinza of South Pacific for Aqua Velva After Shave Lotion. I'm sure you all remember Ralph Bellamy and Ezio Pinza from the 40's right.

There slogan was "" There is nothing like an AQUA VELVA MAN "" and it seemed to work because this was a hot item when I was a young man. It's just amazing that this is still around when the vast majority of after shave lotions from that time period have disappeared over the years.

The only negative about Aqua Velva is it does not last very long. Usually in less than an hour the aroma has dissipated. The more expensive after shave lotions and perfumes have Ambergris in them which is quite expensive and comes from a sperm whale this enables the aroma to linger much longer.

At any rate this is a great classic after shave with a wonderful refreshing odor, give it a try you might just like it.

Note :::; Some reviewers mention this 7oz size now comes in a plastic container, I just bought one in Wal-Mart and it was glass.",Truth is There IS Nothing Like an AQUA VELVA MAN.,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,A2UEO5XR3598GI,B0000530HU,"HEY!! I am an Aqua Velva Man and absolutely love this stuff, been using it for over 50 years. This is a true after shave lotion classic. Not quite sure how many women that have been attracted to me because of Aqua Velva,  I do know for sure that it's just to many to count. Ha.  Not sure how long this has been around but the Williams Company ran a paper advertisement, taken from a 1949 magazine, which features Ralph Bellamy of Detective Story and Ezio Pinza of South Pacific for Aqua Velva After Shave Lotion. I'm sure you all remember Ralph Bellamy and Ezio Pinza from the 40's right.

There slogan was "" There is nothing like an AQUA VELVA MAN "" and it seemed to work because this was a hot item when I was a young man. It's just amazing that this is still around when the vast majority of after shave lotions from that time period have disappeared over the years.

The only negative about Aqua Velva is it does not last very long. Usually in less than an hour the aroma has dissipated. The more expensive after shave lotions and perfumes have Ambergris in them which is quite expensive and comes from a sperm whale this enables the aroma to linger much longer.

At any rate this is a great classic after shave with a wonderful refreshing odor, give it a try you might just like it.

Note :::; Some reviewers mention this 7oz size now comes in a plastic container, I just bought one in Wal-Mart and it was glass.",Truth is There IS Nothing Like an AQUA VELVA MAN.,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,AW7BIYHXUIZ62,B0000530HU,"This stuff will never go out of style.  Cool astringent qualities on applcation . . . then a lingering very fresh, very masculine scent(and not at all overwhelming or offensive).

Working against this product are the same things that work for it:  It has been around forever and it is cheap.  Therefore snobs won't touch it.

My favorite after shave.

By the way -- my present supply is in a plastic container labeled, ""New Shatterproof Bottle!"".  #1. I really don't think the marketers care if it's shatterproof or not.  They want to improve profit margin.  The plastic is ok, but if there was a choice . . . I'd take glass.  #2  Whoever designed and then signed off on this horrid bottle should be fired. I suspect in the interest of getting the consumer to use more, the hole in the top of the bottle is too big.  It seems impossible to dispense this into your hand without some of the product running down the side of the bottle and leaving a blue stain on your sink (or tabletop) when you set it down.",THE Classic After Shave,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
5.0,AW7BIYHXUIZ62,B0000530HU,"This stuff will never go out of style.  Cool astringent qualities on applcation . . . then a lingering very fresh, very masculine scent(and not at all overwhelming or offensive).

Working against this product are the same things that work for it:  It has been around forever and it is cheap.  Therefore snobs won't touch it.

My favorite after shave.

By the way -- my present supply is in a plastic container labeled, ""New Shatterproof Bottle!"".  #1. I really don't think the marketers care if it's shatterproof or not.  They want to improve profit margin.  The plastic is ok, but if there was a choice . . . I'd take glass.  #2  Whoever designed and then signed off on this horrid bottle should be fired. I suspect in the interest of getting the consumer to use more, the hole in the top of the bottle is too big.  It seems impossible to dispense this into your hand without some of the product running down the side of the bottle and leaving a blue stain on your sink (or tabletop) when you set it down.",THE Classic After Shave,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce"
2.0,A2C58G8O40YC7T,B0000530P4,"I like the newer L'Oreal version for bouncy curls and still keep the Garnier Fructis Curl Construct and one of my favorites.  Like Tigi Foxy Curls, Samy Curl Definition, and Marc Anthony for curls.",L'Oreal Curl Gel did not work for me,"L'Oreal Studio Line Lasting Curls, Curl Enhancing , 6 oz (170 g)"
2.0,A2C58G8O40YC7T,B0000530P4,"I like the newer L'Oreal version for bouncy curls and still keep the Garnier Fructis Curl Construct and one of my favorites.  Like Tigi Foxy Curls, Samy Curl Definition, and Marc Anthony for curls.",L'Oreal Curl Gel did not work for me,"L'Oreal Studio Line Lasting Curls, Curl Enhancing , 6 oz (170 g)"
5.0,A6OFD9EMNRTXF,B00005JS5C,"Ive only used this once, so I cannot comment on its longevity. I was surprised by how well it worked, especially for the price. Just hope it holds up:)","Ive only used this once, so I cannot comment ...",Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated
5.0,A6OFD9EMNRTXF,B00005JS5C,"Ive only used this once, so I cannot comment on its longevity. I was surprised by how well it worked, especially for the price. Just hope it holds up:)","Ive only used this once, so I cannot comment ...",Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated
5.0,A22CW0ZHY3NJH8,B00005JS5C,"The Panasonic bikini trimmer does a good job of taming the bush.  The guide is adjustable for different lengths and it's gentle.  It runs on two AAs (not included), it's not waterproof (bummer), and it's pretty quiet for a shaver.  So far, I think it's a good buy.",Why I Like It,Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated
5.0,A22CW0ZHY3NJH8,B00005JS5C,"The Panasonic bikini trimmer does a good job of taming the bush.  The guide is adjustable for different lengths and it's gentle.  It runs on two AAs (not included), it's not waterproof (bummer), and it's pretty quiet for a shaver.  So far, I think it's a good buy.",Why I Like It,Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated
5.0,A2AAKK8ZTE6G3X,B00005JS5C,If your looking to take care of adult acne and are concerned about ageing also this product  is the best choice on the market . its the best of both worlds . acne and ageing combined. Good luck,antiagemj,Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated
5.0,A2AAKK8ZTE6G3X,B00005JS5C,If your looking to take care of adult acne and are concerned about ageing also this product  is the best choice on the market . its the best of both worlds . acne and ageing combined. Good luck,antiagemj,Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated
5.0,A19FRW264WZTGP,B00005JS5C,"My wife and I were looking for a workable solution for the hair down under.  While her hair is not thick, it grows long very quickly.  She has tried waxing - too painful - and shaving would cause a lot of bumps and irritation, even with the Shick Intutition.

The trimmer is great.  Yes, Amazon should take down the photo of the storage pouch.  Yes, it won't get you totally smooth or bald.  Get a wax or laser removal if you want a total smooth finish. But it is a well built TRIMMER, which is painless and easy to use.  You can adjust the length you want, and you can easily work around the more sensitive and intimate southern locations.

Just take it easy around your bits.  It's helpful to use a mirror, assuming you're using it alone.  It's more fun if you have your partner help.  If you want the smooth look, use this handy device before you break out the razor and shaving cream/lotion. It makes it much easier and cuts down on irritation.

You can get creative with styling your pubic hair into shapes and designs.  Hey what ever works for you and/or you an your partner.  Speaking of which, it works for men too.",Pretty darn close,Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated
5.0,A19FRW264WZTGP,B00005JS5C,"My wife and I were looking for a workable solution for the hair down under.  While her hair is not thick, it grows long very quickly.  She has tried waxing - too painful - and shaving would cause a lot of bumps and irritation, even with the Shick Intutition.

The trimmer is great.  Yes, Amazon should take down the photo of the storage pouch.  Yes, it won't get you totally smooth or bald.  Get a wax or laser removal if you want a total smooth finish. But it is a well built TRIMMER, which is painless and easy to use.  You can adjust the length you want, and you can easily work around the more sensitive and intimate southern locations.

Just take it easy around your bits.  It's helpful to use a mirror, assuming you're using it alone.  It's more fun if you have your partner help.  If you want the smooth look, use this handy device before you break out the razor and shaving cream/lotion. It makes it much easier and cuts down on irritation.

You can get creative with styling your pubic hair into shapes and designs.  Hey what ever works for you and/or you an your partner.  Speaking of which, it works for men too.",Pretty darn close,Panasonic Bikini Shaper and Trimmer for Women ES246AC; Compact; Portable Design with Adjustable Trim Settings; Battery Operated
4.0,A1UBUX7VM3QC9N,B000065AB1,"I'm still looking for the perfect razor. The Mach3 Turbo comes close, though. I've been using it daily (or nearly so) since its debut. It works, and it gets the job done. It rarely nicks me, but I do still get skin irritation. Down under my jawline, I still feel scraggly by the end of the day, but it's not too bad.
I know this sounds like a bad review, but it really isn't. I mean, it's tough to get excited about shaving, but at least the Mach3 Turbo has me shaving every day,if you want to shave with a blade, this is the blade for you.",So close to perfect.,"Gillette Mach3 Turbo Cartridges with Aloe &amp; Vitamin E , 8 cartridges"
4.0,A1UBUX7VM3QC9N,B000065AB1,"I'm still looking for the perfect razor. The Mach3 Turbo comes close, though. I've been using it daily (or nearly so) since its debut. It works, and it gets the job done. It rarely nicks me, but I do still get skin irritation. Down under my jawline, I still feel scraggly by the end of the day, but it's not too bad.
I know this sounds like a bad review, but it really isn't. I mean, it's tough to get excited about shaving, but at least the Mach3 Turbo has me shaving every day,if you want to shave with a blade, this is the blade for you.",So close to perfect.,"Gillette Mach3 Turbo Cartridges with Aloe &amp; Vitamin E , 8 cartridges"
5.0,ABLOQZIL42W7I,B000067E30,"I am a dentist who recommends Crest-brand White Strips to my patients becasue they do work to whiten teeth. However, they have to be used correctly and I recommend that you follow the directions as specified inside the box.

1. Use the strips as directed on the box.  The instructions will tell you to bleach twice a day for 30-minutes a time.  The inner part of the strip has a chemical called hydrogen peroxide; (in-office, or dentist-assisted dental whitening uses a 15-35% version of the same chemical) that causes the stains inside your teeth to be oxidized and turn white. Applying the strips has a small learning curve as you will probably bend or fold a couple of them before you get the technique down.

2. Leave the strips on for the time recommended in the instructions and do not overbleach your teeth, as this leads to sensitivity.

Disadvantages

1. Hydrogen Peroxide can ""burn"" your gums. If you notice a burning sensation when you use the product, it is the chemical oxidizing (or burning) your gums (it will turn them white with a minor chemical burn). Depending on how severe the burning is, it may cause you to want to stop the treatment. It is OK to stop the treatment for a day or two to let the gums heal. Once they are healed, resume treatment with the White Strips. Try to not get the strip on your gums.

2. Your teeth may become senstiive during the week treatment time. Try to tolerate the sensitivity if it is mild, but if more severe, take a day or two off to let the teeth settle down and then pick up where you left off. You may notice much more sensitivity to cold water, ice cream, etc.  The peroxide causes a reversible inflamation of the inner pulp, or nerve center of the tooth and makes the teeth very sensitive to biting or cold drinks or foods.  If your teeth become too sensitive, back off on the strips until the sensitivity is gone before resuming bleaching.

3. The strips only cover your front teeth, so only your front teeth will bleach. You may notice the distinct difference between the back (unbleached) teeth and the front (bleached) teeth. Since most people notice the front 6 teeth anyway, this is not a big deal. However, if you have a wide toothy smile, you may want to have a dentist make you a tray that will hold the chemical on the back teeth to whiten them too.

4. The bleaching effect works best on yellow stains. If your stains are due to tetracycline (brownish grey stains in a band on your teeth, your best bet is to begin bleaching with yoru dentist and then use the strips to continue the bleaching process.

Now comes the confusing part: Crest White Strips come in 4 different packages, each a bit different than the others.  The main difference is in the strength of the hydrogen peroxide, and the price.  The higher the dose of hydrogen peroxide, the most costly the product package.  Here are the 4 packages:  1. Crest White Strips Classic (6% hydrogen peroxide, 14-day treatment).  2. Crest White Strips Premium (10% hydrogen peroxide, 7-day treatment).  3. Crest White Strips Premium Plus (10% hydrogen peroxide, and has 12 additional strips).  4. Crest White Strips Renewal (9.5% hydrogen peroxide).  The cheapest method (at around 25 dollars, is the Crest Classic Whitestrips, but it takes 2 weeks to complete the treatment).  Premium and Premium Pro are both 10% peroxide formulations, work in 7-10 days, and the ""Premuim-Plus"" gives you 12 additional strips.  I am not sure why Crest recently came out with ""Renewal"", as it is a 9.5% hydrogen peroxide formulation which is not significantly different from the 10% concentration. Leave it to the manufacturer to confuse the consumer!

Crest White Strips work for the vast majority of people. Younger people with yellow stains seem to respond better than older people or those with gray stains.

If you are not satisfied with the results and still want whiter teeth, you can then see your dentist for a more concentrated form of bleaching.  This is much more expensive, but the concentration of hydrogen peroxide is much higher and this works better on stubbornly-stained teeth.

Jim ""Konedog"" Koenig, DDS",A Dentist Reviews This Product,"Crest Whitestrips Dental Whitening System, 56 Strips"
