movieId,imdbId,tmdbId,title,genres,userId,rating,tag
34,112431,9598.0,Babe (1995),Children|Drama,474,4.5,Animal movie
34,112431,9598.0,Babe (1995),Children|Drama,474,4.5,pigs
34,112431,9598.0,Babe (1995),Children|Drama,477,4.0,villain nonexistent or not needed for good story
36,112818,687.0,Dead Man Walking (1995),Crime|Drama,474,5.0,death penalty
36,112818,687.0,Dead Man Walking (1995),Crime|Drama,474,5.0,Nun
38,113442,33689.0,It Takes Two (1995),Children|Comedy,474,1.0,twins
39,112697,9603.0,Clueless (1995),Comedy|Romance,357,4.5,chick flick
39,112697,9603.0,Clueless (1995),Comedy|Romance,357,4.5,funny
39,112697,9603.0,Clueless (1995),Comedy|Romance,357,4.5,Paul Rudd
39,112697,9603.0,Clueless (1995),Comedy|Romance,357,4.5,quotable
39,112697,9603.0,Clueless (1995),Comedy|Romance,357,4.5,seen more than once
39,112697,9603.0,Clueless (1995),Comedy|Romance,474,3.5,Emma
39,112697,9603.0,Clueless (1995),Comedy|Romance,474,3.5,Jane Austen
41,114279,31174.0,Richard III (1995),Drama|War,474,3.5,Shakespeare
43,114272,35196.0,Restoration (1995),Drama,474,3.5,England
45,114681,577.0,To Die For (1995),Comedy|Drama|Thriller,474,4.0,Journalism
46,113347,11861.0,How to Make an American Quilt (1995),Drama|Romance,474,3.0,wedding
47,114369,807.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,424,5.0,mystery
47,114369,807.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,424,5.0,twist ending
47,114369,807.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,474,4.0,serial killer
50,114814,629.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,424,5.0,mindfuck
50,114814,629.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,424,5.0,suspense
50,114814,629.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,424,5.0,thriller
50,114814,629.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,424,5.0,tricky
50,114814,629.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,424,5.0,twist ending
50,114814,629.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,474,4.0,heist
52,113819,11448.0,Mighty Aphrodite (1995),Comedy|Drama|Romance,474,4.0,adoption
52,113819,11448.0,Mighty Aphrodite (1995),Comedy|Drama|Romance,474,4.0,prostitution
58,110877,11010.0,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,474,3.5,writing
62,113862,2054.0,Mr. Holland's Opus (1995),Drama,474,2.5,music
92,117002,9095.0,Mary Reilly (1996),Drama|Horror|Thriller,474,3.5,Jekyll and Hyde
96,113403,40154.0,In the Bleak Midwinter (1995),Comedy|Drama,474,3.5,theater
101,115734,13685.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,474,3.5,crime
101,115734,13685.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,567,3.0,off-beat comedy
101,115734,13685.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,567,3.0,quirky
104,116483,9614.0,Happy Gilmore (1996),Comedy,474,2.0,golf
104,116483,9614.0,Happy Gilmore (1996),Comedy,477,4.0,Adam Sandler
107,117110,10874.0,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,474,3.0,muppets
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,beautiful scenery
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,epic
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,historical
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,inspirational
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,Medieval
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,mel gibson
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,Oscar (Best Cinematography)
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,revenge
110,112573,197.0,Braveheart (1995),Action|Drama|War,62,4.5,sword fight
110,112573,197.0,Braveheart (1995),Action|Drama|War,474,3.0,Scotland
111,75314,103.0,Taxi Driver (1976),Crime|Drama|Thriller,474,4.0,assassination
116,112373,51352.0,Anne Frank Remembered (1995),Documentary,474,3.5,Holocaust
122,103859,11066.0,Boomerang (1992),Comedy|Romance,474,1.0,dating
140,118055,9302.0,Up Close and Personal (1996),Drama|Romance,474,2.5,journalism
147,112461,10474.0,"Basketball Diaries, The (1995)",Drama,424,3.5,addiction
147,112461,10474.0,"Basketball Diaries, The (1995)",Drama,424,3.5,heroin
147,112461,10474.0,"Basketball Diaries, The (1995)",Drama,424,3.5,Leonardo DiCaprio
147,112461,10474.0,"Basketball Diaries, The (1995)",Drama,424,3.5,Mark Wahlberg
150,112384,568.0,Apollo 13 (1995),Adventure|Drama|IMAX,474,4.5,moon
150,112384,568.0,Apollo 13 (1995),Adventure|Drama|IMAX,474,4.5,NASA
150,112384,568.0,Apollo 13 (1995),Adventure|Drama|IMAX,474,4.5,space
153,112462,414.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,474,3.0,superhero
160,112715,10329.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi,474,1.0,Michael Crichton
161,112740,8963.0,Crimson Tide (1995),Drama|Thriller|War,474,3.5,submarine
162,109508,26564.0,Crumb (1994),Documentary,474,3.5,In Netflix queue
175,113540,9344.0,Kids (1995),Drama,424,4.5,controversial
175,113540,9344.0,Kids (1995),Drama,424,4.5,New York City
175,113540,9344.0,Kids (1995),Drama,424,4.5,Nudity (Full Frontal)
185,113957,1642.0,"Net, The (1995)",Action|Crime|Thriller,474,3.0,computers
199,58450,5967.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,474,4.5,Made me cry
215,112471,76.0,Before Sunrise (1995),Drama|Romance,474,3.5,generation X
216,112508,11017.0,Billy Madison (1995),Comedy,474,1.0,school
216,112508,11017.0,Billy Madison (1995),Comedy,477,4.0,Adam Sandler
216,112508,11017.0,Billy Madison (1995),Comedy,477,4.0,stop looking at me swan
222,112679,22625.0,Circle of Friends (1995),Drama|Romance,474,4.0,Ireland
223,109445,2292.0,Clerks (1994),Comedy,424,3.5,cynical
223,109445,2292.0,Clerks (1994),Comedy,424,3.5,hilarious
223,109445,2292.0,Clerks (1994),Comedy,424,3.5,independent film
223,109445,2292.0,Clerks (1994),Comedy,424,3.5,quirky
223,109445,2292.0,Clerks (1994),Comedy,424,3.5,witty
223,109445,2292.0,Clerks (1994),Comedy,474,3.5,generation X
224,112883,1909.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,474,3.5,mental illness
224,112883,1909.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,474,3.5,psychology
230,109642,11929.0,Dolores Claiborne (1995),Drama|Thriller,474,3.5,Stephen King
232,111797,10451.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,474,4.0,In Netflix queue
235,109707,522.0,Ed Wood (1994),Comedy|Drama,474,4.0,movie business
237,113097,10525.0,Forget Paris (1995),Comedy|Romance,474,3.5,basketball
237,113097,10525.0,Forget Paris (1995),Comedy|Romance,474,3.5,France
237,113097,10525.0,Forget Paris (1995),Comedy|Romance,474,3.5,infertility
246,110057,14275.0,Hoop Dreams (1994),Documentary,474,4.0,basketball
247,110005,1024.0,Heavenly Creatures (1994),Crime|Drama,474,4.0,Australia
249,110116,13701.0,Immortal Beloved (1994),Drama|Romance,474,4.0,Beethoven
252,110099,11777.0,I.Q. (1994),Comedy|Romance,474,2.0,Einstein
257,113501,9061.0,Just Cause (1995),Mystery|Thriller,474,3.0,court
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,103,4.0,EPIC
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,103,4.0,great soundtrack
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,193,5.0,classic sci-fi
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,193,5.0,space action
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,193,5.0,space epic
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,474,4.0,darth vader
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,474,4.0,luke skywalker
260,76759,11.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,474,4.0,space opera
261,110367,9587.0,Little Women (1994),Drama,474,4.0,Louisa May Alcott
262,113670,19101.0,"Little Princess, A (1995)",Children|Drama,474,4.0,England
262,113670,19101.0,"Little Princess, A (1995)",Children|Drama,474,4.0,Girl Power
262,113670,19101.0,"Little Princess, A (1995)",Children|Drama,474,4.0,India
272,110428,11318.0,"Madness of King George, The (1994)",Comedy|Drama,474,3.5,England
272,110428,11318.0,"Madness of King George, The (1994)",Comedy|Drama,474,3.5,mental illness
277,110527,10510.0,Miracle on 34th Street (1994),Drama,474,2.0,Christmas
280,113870,8438.0,Murder in the First (1995),Drama|Thriller,474,3.0,prison
282,110638,1945.0,Nell (1994),Drama,474,3.0,disability
282,110638,1945.0,Nell (1994),Drama,474,3.0,twins
288,110632,241.0,Natural Born Killers (1994),Action|Crime|Thriller,424,4.0,brutality
288,110632,241.0,Natural Born Killers (1994),Action|Crime|Thriller,424,4.0,controversial
288,110632,241.0,Natural Born Killers (1994),Action|Crime|Thriller,424,4.0,dark comedy
288,110632,241.0,Natural Born Killers (1994),Action|Crime|Thriller,424,4.0,psychedelic
288,110632,241.0,Natural Born Killers (1994),Action|Crime|Thriller,424,4.0,satire
288,110632,241.0,Natural Born Killers (1994),Action|Crime|Thriller,424,4.0,stylized
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,166,4.5,assassin
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,166,4.5,Jean Reno
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,474,3.5,hit men
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,Action
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,assassin
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,assassination
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,assassins
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,awkward romance
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,corruption
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,crime
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,disturbing
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,drama
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,French
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,friendship
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,Gary Oldman
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,great acting
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,Guns
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,hit men
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,hitman
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,humorous
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,imdb top 250
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,Jean Reno
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,Lolita theme
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,loneliness
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,love story
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,Luc Besson
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,Natalie Portman
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,organized crime
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,police
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,police corruption
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,quirky
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,sniper
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,tense
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,touching
293,110413,101.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,5.0,unique
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,103,5.0,good dialogue
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,103,5.0,great soundtrack
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,103,5.0,non-linear
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,424,4.5,cult film
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,424,4.5,drugs
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,424,4.5,Quentin Tarantino
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,424,4.5,Tarantino
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,474,4.0,hit men
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,1990s
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,achronological
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,action
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,action packed
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,aggressive
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,amazing
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,amazing dialogues
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,anthology
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,assassin
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,atmospheric
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,AWESOME
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,bad ass
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,bad language
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,bad-ass
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,bible
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,biblical references
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,big boys with guns
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,big name actors
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,Black comedy
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,black humor
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,black humour
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,blood
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,blood splatters
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,bloody
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,bruce willis
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,brutality
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,casual violence
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,character development
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,characters
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,classic
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,classic movie
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,coke
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,comedy
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,conversation
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,cool
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,cool style
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,crime
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,crime scene scrubbing
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,cult
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,cult classic
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,cult film
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,dance
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,dancing
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,dark
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,dark comedy
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,dark humor
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,dialogue
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,different
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,diner
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,disjointed timeline
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,disturbing
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,drama
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,drug overdose
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,drugs
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,drugs & music
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,ensemble cast
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,entertaining
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,entirely dialogue
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,episodic
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,exciting
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,fast paced
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,fast-paced
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,film noir
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,film-noir
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,foul language
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,fun
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,funny
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,gangster
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,gangsters
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,genius
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,golden watch
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,good dialogue
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,good music
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,gore
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,great acting
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,great dialogue
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,great soundtrack
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,gritty
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,guns
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,Harvey Keitel
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,heroin
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,Highly quotable
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,hit men
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,hitman
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,homosexuality
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,humour
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,iconic
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,imdb top 250
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,innovative
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,intellectual
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,intelligent
296,110912,680.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,5.0,intense
