user_id,item_id,title,actual_rating,predicted_rating
A2GJX2KCUSR0EI,B00YB5YZME,"Insane Deal! Powerful 3 in 1 Professional Blue Electric Callus Remover, Epilator &amp; Shaver Rechargeable Cordless Gentle and Safe for Healthy and Smooth Skin for Women or Men.",5.0,5.0
A2GJX2KCUSR0EI,B016QSRYR6,"Yes To Cucumber Hypoallergenic Facial Towelettes, 30 Count (Pack of 6)",4.0,5.0
A2GJX2KCUSR0EI,B0050PSRKA,"clariSEA Pomegranate De-Bump Salt Buff, 15 oz.",5.0,5.0
A2GJX2KCUSR0EI,B00FOGYS44,(3 Pack) e.l.f. Essential All Over Color Stick - Golden Peach,4.0,5.0
A2GJX2KCUSR0EI,B00WV02MLM,Nth Degree Smoothing Argan Oil and Keratin Collection Shampoo 13.5 oz. &hellip;,5.0,5.0
A2GJX2KCUSR0EI,B00XMR53RI,"ZeroShop(TM) Empty Clear Spray Bottles / Portable Refillable Fine Mist Sprayer Bottles for Cleaning Products,Beauty Treatments / Pack Of 3 (Colors may Vary)",5.0,5.0
A2GJX2KCUSR0EI,B011KWHC84,Tara Smith Base Coat Serum,5.0,5.0
A2YB7DLC3FOR7W,B001ET7FZE, Colgate Fluoride Toothpaste Strawberry Smash Liquid Gel 4.60 oz (Pack of 6) ,4.0,5.0
A2YB7DLC3FOR7W,B001LNODUS,Pre de Provence Maison French Dried Lavender Blossoms for Fragrance,4.0,5.0
A2YB7DLC3FOR7W,B004E3ION4,"BIC Comfort 3 Advance Men's Disposable Razor, 4-Count",4.0,5.0
A2YB7DLC3FOR7W,B00W259T7G,"Pre de Provence Artisanal French Soap Bar Enriched with Shea Butter, Quad-Milled For A Smooth &amp; Rich Lather (150 grams) - Raspberry",5.0,5.0
A2YB7DLC3FOR7W,B019FWRG3C,Pre De Provence Maison French Lavender Bath &amp; Shower Gel,4.0,5.0
A2CQ2X9H9HY6W0,B001LFF31Y,Oral-B Indicator Contour Clean Soft Toothbrush 4 Count,4.0,5.0
A2CQ2X9H9HY6W0,B0091IMZL4,Donna Collection Black Weaving Thread &amp; Needle Set,3.0,5.0
A2CQ2X9H9HY6W0,B00DT4757A,"Fleece Ear Warmers Headband for Men &amp; Women, Thermal Polar Ear Muffs Warmers Keep You Warm and Cozy for Daily Wear, Sports, Running, Skiing and More",5.0,5.0
A2CQ2X9H9HY6W0,B00WQAMC8U,100% Pure Organic Rosehip Oil HUGE 4 OZ VALUE SIZE! Rosehip Seed Oil For Face And Skin Potent Skin And Hair Health Elixir - Best Hydrating Organic Rosehip Seed Oil For Face And Skin,4.0,5.0
A3MRF11LISAKY0,B0021YV3C2,"eos Smooth Lip Balm Sphere, Honeysuckle Honeydew 0.25 oz",5.0,5.0
A3MRF11LISAKY0,B008U1Q4DI,"FOONEE Rhinestones Nail Art Gems Mixed Colours Shapes in Case (2mm,3000pcs)",5.0,5.0
A3MRF11LISAKY0,B00JV9D4IG,Nailart NAIL TATTOO STICKER - blossom / flower / rose - red / green,5.0,5.0
A3MRF11LISAKY0,B00S7QGWK6,"Sankuwen 1pc Samsung Wallet Case, PU Leather Flip Case for Samsung Galaxy Grand Prime G530H G5308 (Tower)",5.0,5.0
A3THYM7XMB8B0U,B002GP80EU,Urban Spa Natural Bamboo and Jute Bath Mitt,2.0,5.0
A3THYM7XMB8B0U,B004BC62MI,Fresh Balls The Solution For Men - 5 oz,2.0,5.0
A3THYM7XMB8B0U,B004FK7R02,essie Nail Color,3.0,5.0
A3THYM7XMB8B0U,B00QHX7NT0,bliss Fabgirlslim Hide and Go Sleek Tinted Body Spray,2.0,5.0
A2LW5AL0KQ9P1M,B002GP80EU,Urban Spa Natural Bamboo and Jute Bath Mitt,3.0,5.0
A2LW5AL0KQ9P1M,B008YQM4A6,Colgate Enamel Health Mouthwash,4.0,5.0
A2LW5AL0KQ9P1M,B00EF1QRMU,"Toni&amp;Guy Glamour Volume Plumping Whip, 2.82 Fluid Ounce",2.0,4.5
A2LW5AL0KQ9P1M,B00EYZY6LQ,"Fekkai Full Blown Aerosol Foam Cond Us 6.6 Oz, 6.660-Fluid Ounce",4.0,4.5
A2LW5AL0KQ9P1M,B00L1I1VMG,"Crest Sensi-Stop Strips, 10 Count",3.0,5.0
A20ZCHB9EV90D4,B00435OZT0,Booty Parlor Kissaholic Aphrodisiac Infused Plumping Lip Gloss - Swoon,2.0,5.0
A20ZCHB9EV90D4,B00S4ADEJ2,Woman Lady Retro Style Square Black Zircon Full Crystal Ring Jewelry Size 9,4.0,5.0
A20ZCHB9EV90D4,B00UT0AFFG,"Eyelash Growth Serum, Rapid Lash Growth, EyeBrow Growth (4 ml) 6 Months Supply. Best EyeLash Growth Products, EyeLash Enhancer for &amp; Brow Thickener. Longer Lashes &amp; Thicker Eyebrows",3.0,5.0
A20ZCHB9EV90D4,B0107QLDIE,Ularmo 2015 New Hot Fashion Women Chain Crystal Rhinestone Square Pendant Alloy Necklace Jewelry (silver),4.0,5.0
A2Q8QQ26HOSS74,B005GMYQ52,"Wet n Wild MegaLast Lip Color, Bare It All [902C] 1 ea",4.0,5.0
A2Q8QQ26HOSS74,B005GMYQ1Q,Wet N Wild Lipstick Just Peachy #903C,3.0,5.0
A2Q8QQ26HOSS74,B00766SGPM,"wet n wild Mega Last Lip Color, Don't Blink Pink, 0.11 Ounce",4.0,5.0
A2Q8QQ26HOSS74,B00MQ7HRNI,(3 Pack) NYC High Definition Liquid Eyeliner - Extra Black,1.0,5.0
APVEFBIJPTYWU,B005VEDY1C,Zinc Oxide - 4.4oz / 125g,4.0,4.5
APVEFBIJPTYWU,B008E0DBYA,"Toe Separators, Soft Two Tone Toe Spacers, Great Toe Cushions, Apply Nail Polish During Pedicure and Other Uses, 12 Pack",5.0,5.0
APVEFBIJPTYWU,B00GMPERDS,Cotton Clouds 200S White (100% Cotton Cosmetic Pads) (3 Pack),3.0,5.0
APVEFBIJPTYWU,B0155XKYPW,Au Naturale Vegan Organic Lip Gloss in Deep Coral | Made in the USA | Organic | Vegan | Cruelty-free,4.0,5.0
A2WCJKPQJK7Q06,B0063G8JWQ,"Natures Greatest Secret - Amber Formula - Antibacterial, Antifungal 80% Colloidal Silver and Coconut Oil Intensive Formula -Soothing Skin Treatment - 100ml",5.0,4.5
A2WCJKPQJK7Q06,B00BPEMPPS,"Therapeutic Intensive Lip Repair Treatment Balm With Gentle Aromatherapy 3 pak - Herbal Infused, BPA And Paraben Free, non GMO, All Natural Earl Grey/Vanilla/Basil Rosemary 3 Pak, Ora's Amazing Herbal",3.0,5.0
A2WCJKPQJK7Q06,B00HK3J8AI,"Nora Ross Garlic Shampoo Treatment Designed to Help Combat Hair Loss, dandruff, damaged hair. Helps regrow hair",5.0,5.0
A2WCJKPQJK7Q06,B00VW0LYMA,"BLACK FRIDAY SALE! Pine Nut Flakes - PINE POWER 1 POUND (454 g). Raw Product. Pressed From Wild Harvested, Organic Pine Nuts.",5.0,5.0
A2WCJKPQJK7Q06,B01DDQXRWU,Bali Secrets Natural Deodorant Organic &amp; Vegan For Women &amp; Men All Day Fresh Strong &amp; Reliable Protection 2.5 fl.oz/75ml [Unscented],5.0,5.0
AFADXZJYP5VHW,B00BMW24TU,12 Classic Color Elegant Blush Set,3.0,5.0
AFADXZJYP5VHW,B00OL19Z2I,Sleek MakeUp Precious Metals Highlighting Palette,4.0,5.0
AFADXZJYP5VHW,B0134QYVOW,Z Palette Lavender/Lilac and Black - Large - Special Edition - MMP Living,4.0,5.0
AFADXZJYP5VHW,B017N7H1YU,ABC&reg; Pro Makeup Cosmetic Brushes Powder Foundation Eyeshadow Contour Brush Tool,4.0,5.0
AFADXZJYP5VHW,B0189H1QKS,TECHNIC GET GORGEOUS HIGHLIGHTER Shimmer Compact Highlighting Shimmering Powder by Technic,2.0,5.0
AFADXZJYP5VHW,B01HD23OJG,Technic Get Gorgeous Bronzing Highlighting Powder 12g,3.0,5.0
AFADXZJYP5VHW,B010C7V37O,"L'Oreal Paris True Match Lumi Liquid Glow Illuminator, Rose [N201] 0.67 oz (Pack of 2)",3.0,5.0
AK53IJLIY9FHC,B00IIAKGEE,&quot;BAD ASS&quot; Masculine Pheromone Cologne with the &quot;ADRENALINE&quot; Fragrance From SpellboundRX - The Intelligent Pheromone Choice for Intelligent People. GUARANTEED!,5.0,5.0
AK53IJLIY9FHC,B00IIAK0RW,&quot;THE NASTY&quot; Masculine Pheromone Cologne with the &quot;ADRENALINE&quot; Fragrance From SpellboundRX - The Intelligent Pheromone Choice,5.0,5.0
AK53IJLIY9FHC,B00IIAK9RI,&quot;THE LEADER&quot; Masculine Pheromone Cologne with the &quot;ADRENALINE&quot; Fragrance From SpellboundRX - The Intelligent Pheromone Choice,5.0,5.0
AK53IJLIY9FHC,B00IIAK94Q,&quot;THE LOVER&quot; Masculine Pheromone Cologne with the &quot;CRAVE&quot; Fragrance From SpellboundRX - The Intelligent Pheromone Choice,5.0,5.0
A12PAVZI1JTFOI,B00IPVCCVQ,Healthy Hair Starter Kit | 6 Sample Shampoo Bars - Real Beer Conditioner Bar - Full Size Apple Silk Clarifying Rinse | Restores All Natural Shiny Healthy Hair | Beauty and the Bees Tasmania Australia,1.0,5.0
A12PAVZI1JTFOI,B00M16MHHA,"Age Defying Hyaluronic Acid Serum with Vitamins C &amp; E, Professional Grade by Pure Body Naturals, 1 Fluid Ounce",1.0,5.0
A12PAVZI1JTFOI,B010KFK26Q,New Foaming Self Facial Pads CVS Disposable for Normal to Dry Skin 40 Pads,1.0,5.0
A12PAVZI1JTFOI,B016XE2VBM,Cala Professional Eyelash Curler - Won't Pinch or Pull - Anti-slip Deluxe Contour Grip - Extra Refill Pad Included,5.0,5.0
AJ9ZYMEUY14AX,B00O1DY34G,"Detangling Brush - Detangling Brush Works As a Detangler for Thick, Thin, Curly, Fine, Natural, Color Treated, Damaged, Wet or Dry Hair - No More Tangle - Adults &amp; Kids - Gentle As a Comb - Pink and Black Color - 100% SATISFICATION and LIFETIME GUARANTEE",4.0,5.0
AJ9ZYMEUY14AX,B013H5EM6W,Contouring Slimming Ultimate All Natural Body Wrap 10 Applications,4.0,5.0
AJ9ZYMEUY14AX,B013TXDDJY,"Ultimate Toning and Firming Body Applicator, Body Wrap, 4 Wraps. New Improved Formula - it works for Skin Tightening Toning Firming",4.0,5.0
AJ9ZYMEUY14AX,B01B5GTUM6,"Coconut Oil Hair Mask - Deep Conditioner with 100% Cold pressed Coconut, Argan, Rosehip oil &amp; Shea Butter - Repair and Moisturize Dry, damaged or Color Treated hair - for all hair types 8 Oz",4.0,5.0
AJ9ZYMEUY14AX,B01DGWYQCG,"Exfoliating Grapefruit Body Scrub for Face and Body Exfoliating Scrub for Acne and Inflammation, 12 Ounce by Pure Body Naturals",4.0,5.0
A1YX4EVIFGRGAD,B00O4KVVCI,Set of 6: HBY8482; Solid Color Cotton Multi-Style Headbands for Women Sports or Fashion,4.0,5.0
A1YX4EVIFGRGAD,B019ZPBY8C,Opshorie Electric Hair Straightener Brush Elegant Hair Straightening Styling Detangling Brush for Natural Look Silky Hair Anti Scald Anti Static Ceramic Heating Anion Treatment,4.0,5.0
A1YX4EVIFGRGAD,B01DGWYQCG,"Exfoliating Grapefruit Body Scrub for Face and Body Exfoliating Scrub for Acne and Inflammation, 12 Ounce by Pure Body Naturals",5.0,5.0
A1YX4EVIFGRGAD,B01DL917R6,HBY Headbands Sweatband For Men Women - Design For Sports Workout Runnning Yoga - Stretch Moisture &amp;Wicking - 5 Pcs,3.0,5.0
A2XM7I6NKP0AWS,B00QG3FLNG,Purple 4 oz Plastic Jar Silver Lid 6 pk with Mini Jar,5.0,5.0
A2XM7I6NKP0AWS,B00R21B900,Purple 8 oz Plastic Jar Silver Lid 6 pk with Mini Jar,5.0,5.0
A2XM7I6NKP0AWS,B01256N6AC,"Body Wonders 100% Pure Eucalyptus Essential Oil - 4 fl oz * Premium Therapeutic Grade Essential Oil for Hair, Skin &amp; Aromatherapy - Natural Solution for Infections &amp; Repelling Insects &amp; Pest",1.0,5.0
A2XM7I6NKP0AWS,B01B57QJHY,"(16 oz) Raw Mango Butter with RECIPE EBOOK - Perfect for All Your DIY Home Recipes like Soap Making, Lotion, Shampoo, Lip Balm and Hand Cream - Bulk Organic Unrefined Mango Butter is Great for Scars",5.0,5.0
A3N1UHEMRRT9,B00VY5W67K,Lookatool Toe Ring Adjustable Foot Jewelry Gifts for Women Gold,3.0,5.0
A3N1UHEMRRT9,B00X3T6FEU,Doinshop Ladies 3d Heart Pendant Chain Necklace with a 16 Inch Adjustable Link Jewelry,2.0,5.0
A3N1UHEMRRT9,B017BJ8VOO,Banggood Lovers Friends Best Pendant Bracelet Jewelry Cuff Bangle 62K36,5.0,5.0
A3N1UHEMRRT9,B017CHORY8,Lady Crystal Double Heart Open Bangles Bracelet for Holiday Party,4.0,5.0
AFNGCFXDPE55P,B019Z9KCUO,Elite99 Soak Off UV LED Gel Nail Polish Manicure Lacquer Nail Art Decoration 7ml 1348 Darkslategray,5.0,5.0
AFNGCFXDPE55P,B019Z9KXXU,Elite99 Soak Off UV LED Gel Nail Polish Manicure Lacquer Nail Art Decoration 7ml 1418 Burgundy,5.0,5.0
AFNGCFXDPE55P,B019Z9L8PW,Elite99 Soak Off UV LED Gel Nail Polish Manicure Lacquer Nail Art Decoration 7ml 1441 Light Grey,5.0,5.0
AFNGCFXDPE55P,B01FT6TMQM,ANDIS Blade Cleaning Brush 2 x CL-12415,5.0,5.0
A152C9DCMDC21C,B00RXE8NCS,Valdler Elegant Seed Pearl Rhinestone Hair Pin for Wedding Party Prom (White),4.0,5.0
