user_id,movie_title,predicted_rating
573,Crimson Tide (1995),3.0
582,What Lies Beneath (2000),4.0
585,Candyman (1992),3.0
587,Good Will Hunting (1997),3.0
588,Notorious (1946),3.0
591,"Thin Blue Line, The (1988)",2.0
599,Fargo (1996),5.0
601,Star Wars: Episode I - The Phantom Menace (1999),2.0
611,Mona Lisa (1986),3.0
620,Batman Forever (1995),3.0
622,Midnight Cowboy (1969),3.0
624,"Five Senses, The (1999)",3.0
626,"Last of the Mohicans, The (1992)",3.0
637,Escape from the Planet of the Apes (1971),3.0
641,Monty Python's Life of Brian (1979),4.0
650,"Princess Bride, The (1987)",5.0
651,Scream (1996),3.0
656,Say Anything... (1989),3.0
660,Renaissance Man (1994),3.0
661,Ghostbusters (1984),4.0
671,Back to the Future (1985),3.0
673,Twin Falls Idaho (1999),3.0
677,Contact (1997),4.0
679,Madonna: Truth or Dare (1991),3.0
681,Hercules (1997),5.0
682,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3.0
688,Glory (1989),3.0
690,Seven (Se7en) (1995),3.0
691,Babe: Pig in the City (1998),3.0
692,Trading Places (1983),3.0
698,Batman Returns (1992),3.0
699,"Lost World: Jurassic Park, The (1997)",3.0
701,"American President, The (1995)",3.0
702,"Greatest Show on Earth, The (1952)",3.0
710,Entrapment (1999),3.0
711,Ghostbusters (1984),4.0
719,Gone in 60 Seconds (2000),2.0
721,What About Bob? (1991),3.0
729,Sister Act (1992),3.0
732,Airplane! (1980),3.0
733,Clerks (1994),3.0
743,Toy Story (1995),4.0
744,Fear and Loathing in Las Vegas (1998),3.0
746,Blink (1994),3.0
748,"Close Shave, A (1995)",3.0
749,Pretty Woman (1990),3.0
752,Lone Star (1996),3.0
755,Surviving Picasso (1996),3.0
760,American Psycho (2000),3.0
764,28 Days (2000),4.0
765,Dead Men Don't Wear Plaid (1982),3.0
770,Blast from the Past (1999),3.0
771,Stand by Me (1986),3.0
773,Terminator 2: Judgment Day (1991),4.0
774,Rules of Engagement (2000),3.0
779,"Bug's Life, A (1998)",4.0
784,American History X (1998),2.0
785,"Fifth Element, The (1997)",4.0
791,Alice in Wonderland (1951),3.0
792,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",3.0
793,"Jungle Book, The (1967)",3.0
796,James and the Giant Peach (1996),4.0
801,Ghost (1990),3.0
810,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
816,Body Heat (1981),3.0
824,Superman (1978),4.0
825,Schindler's List (1993),5.0
829,Who Framed Roger Rabbit? (1988),3.0
833,American Beauty (1999),4.0
839,"Conversation, The (1974)",5.0
840,Ferris Bueller's Day Off (1986),3.0
841,Any Given Sunday (1999),3.0
843,"Silence of the Lambs, The (1991)",5.0
844,One Flew Over the Cuckoo's Nest (1975),3.0
846,Like Water for Chocolate (Como agua para chocolate) (1992),4.0
850,Dead Ringers (1988),3.0
853,Adventures in Babysitting (1987),4.0
854,Edward Scissorhands (1990),4.0
862,Taxi Driver (1976),3.0
864,Arguing the World (1996),3.0
867,Star Wars: Episode I - The Phantom Menace (1999),3.0
868,Night of the Living Dead (1968),3.0
869,"House on Haunted Hill, The (1999)",3.0
870,One Flew Over the Cuckoo's Nest (1975),5.0
886,My Dog Skip (1999),2.0
889,"Next Stop, Wonderland (1998)",3.0
900,"Maltese Falcon, The (1941)",4.0
903,Lone Star (1996),3.0
904,Aliens (1986),4.0
907,Hud (1963),3.0
912,Wonder Boys (2000),3.0
919,Stand by Me (1986),3.0
925,Groundhog Day (1993),4.0
928,Deliverance (1972),3.0
929,Unforgiven (1992),3.0
934,My Best Friend's Wedding (1997),3.0
935,Murder in the First (1995),3.0
946,Star Wars: Episode IV - A New Hope (1977),5.0
948,As Good As It Gets (1997),5.0
957,Mission to Mars (2000),3.0
958,"Killing Fields, The (1984)",3.0
960,I Know What You Did Last Summer (1997),3.0
963,Independence Day (ID4) (1996),4.0
965,Stalag 17 (1953),4.0
971,Braveheart (1995),4.0
975,Elizabeth (1998),3.0
980,Aladdin (1992),4.0
983,Robocop (1987),3.0
984,"Stepford Wives, The (1975)",3.0
994,"Untouchables, The (1987)",4.0
999,"Saint, The (1997)",3.0
1003,Saving Private Ryan (1998),4.0
1010,Steel (1997),3.0
1014,"African Queen, The (1951)",4.0
1015,Belle de jour (1967),3.0
1017,"Spitfire Grill, The (1996)",3.0
1018,"Thomas Crown Affair, The (1999)",3.0
1019,Space Jam (1996),3.0
1027,"Godfather: Part II, The (1974)",5.0
1028,Children of Paradise (Les enfants du paradis) (1945),4.0
1031,"Man with the Golden Gun, The (1974)",3.0
1032,Jurassic Park (1993),5.0
1035,GoodFellas (1990),5.0
1036,Monty Python and the Holy Grail (1974),3.0
1038,"Blues Brothers, The (1980)",3.0
1040,Moonstruck (1987),3.0
1048,Shakespeare in Love (1998),3.0
1051,Monty Python's Life of Brian (1979),3.0
1058,Gladiator (2000),5.0
1059,Clerks (1994),3.0
1061,"French Connection, The (1971)",3.0
1062,"Blues Brothers, The (1980)",4.0
1068,Pretty in Pink (1986),3.0
1077,"Full Monty, The (1997)",3.0
1078,Dangerous Liaisons (1988),5.0
1084,"Full Monty, The (1997)",2.0
1088,Face/Off (1997),3.0
1090,Saving Private Ryan (1998),3.0
1094,Indiana Jones and the Temple of Doom (1984),3.0
1098,And Now for Something Completely Different (1971),4.0
1099,Twelve Monkeys (1995),2.0
1101,"X-Files: Fight the Future, The (1998)",3.0
1105,"Rocky Horror Picture Show, The (1975)",3.0
1108,"Nightmare Before Christmas, The (1993)",4.0
1111,"Affair to Remember, An (1957)",3.0
1113,Chinatown (1974),3.0
1115,To Kill a Mockingbird (1962),3.0
1117,Payback (1999),4.0
1119,2010 (1984),3.0
1120,"Jewel of the Nile, The (1985)",3.0
1121,Grand Canyon (1991),3.0
1124,All That Jazz (1979),3.0
1126,"Good, The Bad and The Ugly, The (1966)",3.0
1128,"Quiet Man, The (1952)",3.0
1133,Hot Shots! Part Deux (1993),2.0
1134,Out of Sight (1998),3.0
1137,"Art of War, The (2000)",3.0
1142,Arlington Road (1999),3.0
1150,Henry V (1989),4.0
1162,"Clockwork Orange, A (1971)",3.0
1165,"Matrix, The (1999)",3.0
1169,Heathers (1989),3.0
1170,Bonnie and Clyde (1967),3.0
1172,At First Sight (1999),3.0
1174,Men in Black (1997),5.0
1176,To Kill a Mockingbird (1962),3.0
1178,"Maltese Falcon, The (1941)",4.0
1180,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
1181,Out of the Past (1947),3.0
1182,"Wedding Singer, The (1998)",3.0
1197,Sling Blade (1996),2.0
1202,Things to Do in Denver when You're Dead (1995),3.0
1203,Heaven & Earth (1993),3.0
1204,Cruel Intentions (1999),3.0
1209,Glory (1989),5.0
1211,Austin Powers: International Man of Mystery (1997),3.0
1216,Dick Tracy (1990),3.0
1218,Braveheart (1995),5.0
1224,Father of the Bride (1950),4.0
1225,Body Heat (1981),3.0
1226,One Flew Over the Cuckoo's Nest (1975),5.0
1228,"Christmas Story, A (1983)",4.0
1231,Being John Malkovich (1999),3.0
1238,Cabaret (1972),3.0
1239,"Cider House Rules, The (1999)",4.0
1242,Little Big Man (1970),3.0
1243,Eat Drink Man Woman (1994),4.0
1244,Die Hard: With a Vengeance (1995),3.0
1246,"Island of Dr. Moreau, The (1996)",3.0
1248,Roger & Me (1989),3.0
1249,Them! (1954),3.0
1260,Things Change (1988),3.0
1264,Richard III (1995),5.0
1265,"Great Escape, The (1963)",4.0
1266,"Commitments, The (1991)",3.0
1267,Star Wars: Episode I - The Phantom Menace (1999),2.0
1273,Pleasantville (1998),3.0
1274,Willy Wonka and the Chocolate Factory (1971),5.0
1277,Idle Hands (1999),3.0
1279,Sense and Sensibility (1995),3.0
1285,Wings of Desire (Der Himmel über Berlin) (1987),3.0
1289,Citizen Kane (1941),4.0
1291,What's Eating Gilbert Grape (1993),3.0
1293,"Paper Chase, The (1973)",3.0
1298,Mouse Hunt (1997),4.0
1301,"Full Monty, The (1997)",3.0
1303,Forget Paris (1995),3.0
1305,Buena Vista Social Club (1999),5.0
1317,"Godfather, The (1972)",5.0
1324,Pacific Heights (1990),3.0
1331,"Apartment, The (1960)",3.0
1332,Get Shorty (1995),3.0
1333,Star Wars: Episode IV - A New Hope (1977),3.0
1335,"Unbearable Lightness of Being, The (1988)",2.0
1339,"Talented Mr. Ripley, The (1999)",4.0
1340,Showgirls (1995),3.0
1343,That Thing You Do! (1996),4.0
1349,Live and Let Die (1973),3.0
1365,Life Is Beautiful (La Vita è bella) (1997),4.0
1374,Limbo (1999),3.0
1383,Boxing Helena (1993),2.0
1390,Inspector Gadget (1999),3.0
1392,Do the Right Thing (1989),3.0
1396,Best in Show (2000),4.0
1399,Highlander (1986),3.0
1411,Pacific Heights (1990),3.0
1412,"Godfather: Part II, The (1974)",5.0
1413,Mortal Thoughts (1991),3.0
1415,"Truman Show, The (1998)",4.0
1416,"Iron Giant, The (1999)",4.0
1421,Highlander: Endgame (2000),3.0
1422,Emma (1996),3.0
1423,Modern Times (1936),3.0
1427,High Fidelity (2000),4.0
1432,Ghost in the Shell (Kokaku kidotai) (1995),3.0
1437,"Clockwork Orange, A (1971)",2.0
1440,Magnolia (1999),4.0
1442,Starman (1984),3.0
1446,"Fly, The (1986)",3.0
1447,"Postman, The (1997)",3.0
1448,Porky's II: The Next Day (1983),3.0
1449,Limelight (1952),3.0
1451,Earthquake (1974),3.0
1457,This Is Spinal Tap (1984),4.0
1463,Speed 2: Cruise Control (1997),2.0
1470,"Pompatus of Love, The (1996)",3.0
1475,Sense and Sensibility (1995),5.0
1477,"Underneath, The (1995)",4.0
1482,Rushmore (1998),3.0
1483,Get Shorty (1995),3.0
1489,Tigerland (2000),5.0
1495,William Shakespeare's Romeo and Juliet (1996),3.0
1506,"Honey, I Shrunk the Kids (1989)",3.0
1508,Searching for Bobby Fischer (1993),4.0
1517,American History X (1998),5.0
1527,Monty Python's Life of Brian (1979),3.0
1530,American Movie (1999),3.0
1536,"Shining, The (1980)",4.0
1547,Bull Durham (1988),4.0
1551,"Wedding Singer, The (1998)",3.0
1552,Three Amigos! (1986),3.0
1556,First Knight (1995),3.0
1565,Delicatessen (1991),3.0
1569,12 Angry Men (1957),4.0
1571,Sixteen Candles (1984),3.0
1579,"Dirty Dozen, The (1967)",4.0
1584,Grosse Pointe Blank (1997),3.0
1587,Hairspray (1988),4.0
1590,Quest for Fire (1981),3.0
1591,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",3.0
1592,Superman (1978),3.0
1599,Steel Magnolias (1989),5.0
1609,Wag the Dog (1997),3.0
1613,Batman Forever (1995),3.0
1614,Mission: Impossible (1996),4.0
1618,"Close Shave, A (1995)",4.0
1619,"Mark of Zorro, The (1940)",3.0
1621,Mission: Impossible 2 (2000),1.0
1628,Mystery Science Theater 3000: The Movie (1996),3.0
1631,Cinema Paradiso (1988),4.0
1632,"Blue Lagoon, The (1980)",3.0
1636,Bringing Out the Dead (1999),3.0
1638,Dark City (1998),3.0
1639,Butch Cassidy and the Sundance Kid (1969),5.0
1642,Midnight Express (1978),3.0
1648,Twin Peaks: Fire Walk with Me (1992),3.0
1654,Witness (1985),3.0
1660,Three Colors: White (1994),3.0
1671,Star Wars: Episode IV - A New Hope (1977),5.0
1676,"Golden Child, The (1986)",4.0
1680,Godzilla (Gojira) (1984),4.0
1681,Mad Max 2 (a.k.a. The Road Warrior) (1981),3.0
1682,Metropolis (1926),4.0
1685,Hairspray (1988),3.0
1694,Apocalypse Now (1979),3.0
1696,Lethal Weapon (1987),3.0
1697,Little Women (1994),4.0
1701,True Romance (1993),4.0
1702,"Blair Witch Project, The (1999)",3.0
1712,"Right Stuff, The (1983)",3.0
1717,Babe: Pig in the City (1998),2.0
1720,High Fidelity (2000),4.0
1732,American Beauty (1999),4.0
1733,Hard-Boiled (Lashou shentan) (1992),3.0
1739,Shakespeare in Love (1998),5.0
1741,Indiana Jones and the Temple of Doom (1984),3.0
1742,Something Wicked This Way Comes (1983),3.0
1744,Driving Miss Daisy (1989),3.0
1748,How I Won the War (1967),2.0
1749,Fanny and Alexander (1982),4.0
1753,"Blood, Guts, Bullets and Octane (1998)",3.0
1758,Wild Things (1998),3.0
1760,Manhattan (1979),4.0
1762,Die Hard 2 (1990),3.0
1768,Bananas (1971),3.0
1775,"Dirty Dozen, The (1967)",3.0
1780,Tampopo (1986),4.0
1788,"Sweet Hereafter, The (1997)",3.0
1794,Entrapment (1999),3.0
1797,Rebecca (1940),3.0
1800,Billy Madison (1995),3.0
1802,GoodFellas (1990),3.0
1811,One Flew Over the Cuckoo's Nest (1975),4.0
1812,Superman III (1983),3.0
1820,Butch Cassidy and the Sundance Kid (1969),4.0
1824,"Replacements, The (2000)",4.0
1828,Arlington Road (1999),4.0
1836,"Third Man, The (1949)",5.0
1837,Switchblade Sisters (1975),3.0
1842,Pulp Fiction (1994),4.0
1843,Boys and Girls (2000),3.0
1863,It Happened One Night (1934),5.0
1869,Back to the Future (1985),4.0
1873,Grumpy Old Men (1993),3.0
1874,Papillon (1973),3.0
1877,"Patriot, The (2000)",5.0
1879,Maverick (1994),3.0
1880,Adventures in Babysitting (1987),4.0
1882,Apollo 13 (1995),4.0
1884,"Fly, The (1958)",2.0
1889,Bound (1996),4.0
1890,"Birds, The (1963)",3.0
1892,Apocalypse Now (1979),3.0
1894,Croupier (1998),3.0
1895,Jurassic Park (1993),4.0
1896,Lord of the Flies (1963),3.0
1897,Forrest Gump (1994),4.0
1899,Casino (1995),3.0
1908,"Game, The (1997)",3.0
1909,My Fellow Americans (1996),3.0
1911,"Graduate, The (1967)",4.0
1912,Stalag 17 (1953),3.0
1914,Being John Malkovich (1999),4.0
1916,Babe (1995),3.0
1920,City Slickers II: The Legend of Curly's Gold (1994),3.0
1926,"Piano, The (1993)",3.0
1928,Three Kings (1999),4.0
1940,Butch Cassidy and the Sundance Kid (1969),4.0
1941,Candleshoe (1977),3.0
1943,Arachnophobia (1990),3.0
1946,Indiana Jones and the Last Crusade (1989),5.0
1947,Fargo (1996),4.0
1952,"Philadelphia Story, The (1940)",4.0
1959,"Christmas Carol, A (1938)",4.0
1964,Dragonheart (1996),3.0
1969,Like Water for Chocolate (Como agua para chocolate) (1992),3.0
1972,Being There (1979),5.0
1980,"Terminator, The (1984)",4.0
1981,Blade Runner (1982),5.0
1984,Jerry Maguire (1996),4.0
1988,What Dreams May Come (1998),4.0
1991,Pulp Fiction (1994),4.0
1996,GoldenEye (1995),3.0
1998,Cat Ballou (1965),4.0
1999,Scream (1996),3.0
2000,"Thirteenth Floor, The (1999)",3.0
2007,Saving Private Ryan (1998),5.0
2008,"Big Lebowski, The (1998)",3.0
2010,"Prince of Egypt, The (1998)",3.0
2013,Robocop (1987),4.0
2015,Natural Born Killers (1994),3.0
2018,On the Waterfront (1954),4.0
2020,Boomerang (1992),3.0
2023,Raging Bull (1980),1.0
2030,Diva (1981),2.0
2038,Roman Holiday (1953),2.0
2039,12 Angry Men (1957),4.0
2041,"Full Monty, The (1997)",3.0
2042,Star Trek VI: The Undiscovered Country (1991),3.0
2046,Network (1976),4.0
2047,Forrest Gump (1994),3.0
2050,Cat on a Hot Tin Roof (1958),4.0
2063,Young Guns II (1990),3.0
2064,Paths of Glory (1957),3.0
2071,Best in Show (2000),3.0
2073,Pink Floyd - The Wall (1982),3.0
2083,Like Water for Chocolate (Como agua para chocolate) (1992),4.0
2084,As Good As It Gets (1997),5.0
2092,"Christmas Carol, A (1938)",3.0
2098,Tank Girl (1995),3.0
2100,Assassins (1995),3.0
2102,Runaway Train (1985),3.0
2105,"Talented Mr. Ripley, The (1999)",3.0
2106,National Lampoon's Senior Trip (1995),3.0
2109,Ed Wood (1994),3.0
2110,"Apartment, The (1960)",3.0
2119,Big Momma's House (2000),3.0
2122,In the Line of Fire (1993),3.0
2139,Blame It on Rio (1984),3.0
2140,"Manchurian Candidate, The (1962)",3.0
2148,Nurse Betty (2000),3.0
2153,"Matrix, The (1999)",4.0
2154,Robocop (1987),3.0
2157,Bambi (1942),4.0
2164,Speed 2: Cruise Control (1997),2.0
2165,Wild Wild West (1999),3.0
2168,Grosse Pointe Blank (1997),3.0
2173,"Godfather: Part II, The (1974)",4.0
2175,Sneakers (1992),3.0
2176,Edward Scissorhands (1990),3.0
2179,Disclosure (1994),3.0
2181,Picnic at Hanging Rock (1975),3.0
2185,"Long Goodbye, The (1973)",1.0
2188,"Godfather, The (1972)",5.0
2200,No Escape (1994),3.0
2201,E.T. the Extra-Terrestrial (1982),5.0
2208,Pulp Fiction (1994),3.0
2210,"Virgin Suicides, The (1999)",3.0
2219,"Matrix, The (1999)",4.0
2222,Men in Black (1997),4.0
2231,American Graffiti (1973),4.0
2233,Kramer Vs. Kramer (1979),4.0
2237,Dancing at Lughnasa (1998),3.0
2243,Raising Arizona (1987),3.0
2244,"Lawnmower Man, The (1992)",3.0
2247,Mister Roberts (1955),4.0
2249,"American President, The (1995)",3.0
2251,"Manchurian Candidate, The (1962)",3.0
2253,"Rock, The (1996)",3.0
2254,"Spy Who Loved Me, The (1977)",3.0
2259,Out of Africa (1985),3.0
2264,Absolute Power (1997),3.0
2275,Gods and Monsters (1998),3.0
2279,My Fair Lady (1964),4.0
2281,Citizen Kane (1941),4.0
2285,Dead Man on Campus (1998),2.0
2288,Sabrina (1995),4.0
2296,Star Wars: Episode VI - Return of the Jedi (1983),4.0
2301,Pretty in Pink (1986),3.0
2303,Goldfinger (1964),3.0
2304,Mrs. Doubtfire (1993),3.0
2306,"Deer Hunter, The (1978)",3.0
2309,Star Wars: Episode VI - Return of the Jedi (1983),4.0
2313,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",4.0
2317,"Bell, Book and Candle (1958)",4.0
2323,Caddyshack (1980),3.0
2324,"Graduate, The (1967)",3.0
2331,Amadeus (1984),4.0
2332,Psycho (1960),4.0
2334,Indiana Jones and the Last Crusade (1989),4.0
2336,"Good, The Bad and The Ugly, The (1966)",3.0
2338,Schindler's List (1993),3.0
2340,"Avengers, The (1998)",2.0
2342,"Manchurian Candidate, The (1962)",3.0
2345,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3.0
2348,Psycho (1960),3.0
2353,Rain Man (1988),4.0
2355,Star Wars: Episode IV - A New Hope (1977),5.0
2356,Back to the Future (1985),5.0
2360,Pleasantville (1998),3.0
2368,"French Connection, The (1971)",3.0
2376,One True Thing (1998),3.0
2385,Murder at 1600 (1997),3.0
2387,Saving Private Ryan (1998),5.0
2392,"Poseidon Adventure, The (1972)",3.0
2393,Superman (1978),5.0
2395,Eyes Wide Shut (1999),3.0
2406,Sleepless in Seattle (1993),4.0
2408,"Patriot, The (2000)",4.0
2410,Babe (1995),4.0
2417,Butch Cassidy and the Sundance Kid (1969),4.0
2421,Twelve Monkeys (1995),3.0
2428,"Great Race, The (1965)",3.0
2437,Blade Runner (1982),5.0
2442,It's a Wonderful Life (1946),5.0
2449,Airplane II: The Sequel (1982),3.0
2451,Star Trek: First Contact (1996),5.0
2453,Mortal Kombat (1995),3.0
2454,Bambi (1942),3.0
2462,Braveheart (1995),3.0
2465,Unforgiven (1992),3.0
2468,"Black Hole, The (1979)",3.0
2470,"Nutty Professor, The (1996)",4.0
2472,"Nightmare Before Christmas, The (1993)",3.0
2474,Friday the 13th Part 2 (1981),3.0
2476,Pulp Fiction (1994),3.0
2478,Breaking Away (1979),3.0
2481,"Big Sleep, The (1946)",3.0
2484,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3.0
2485,Very Bad Things (1998),2.0
2489,Bringing Out the Dead (1999),3.0
2496,Rocky V (1990),2.0
2497,"Birdcage, The (1996)",3.0
2501,Scream 3 (2000),3.0
2503,"Bug's Life, A (1998)",5.0
2507,"Brady Bunch Movie, The (1995)",3.0
2515,Star Wars: Episode V - The Empire Strikes Back (1980),3.0
2518,"Abyss, The (1989)",5.0
2526,"Maltese Falcon, The (1941)",3.0
2529,Patch Adams (1998),4.0
2532,Driving Miss Daisy (1989),3.0
2534,Auntie Mame (1958),4.0
2535,Pecker (1998),2.0
2536,Wag the Dog (1997),3.0
2542,"Patriot, The (2000)",2.0
2543,"Aristocats, The (1970)",5.0
2544,Sling Blade (1996),3.0
2546,"Face in the Crowd, A (1957)",3.0
2547,Election (1999),4.0
2550,Vertigo (1958),4.0
2561,Serpico (1973),3.0
2565,Stuart Little (1999),3.0
2567,"Game, The (1997)",4.0
2569,"Brothers McMullen, The (1995)",3.0
2575,Eyes Wide Shut (1999),3.0
2580,Wag the Dog (1997),4.0
2584,Waking the Dead (1999),3.0
2585,Duck Soup (1933),3.0
2590,Piranha (1978),3.0
2597,"Hustler, The (1961)",3.0
2602,Some Folks Call It a Sling Blade (1993),3.0
2604,"Blues Brothers, The (1980)",3.0
2605,Twelve Monkeys (1995),3.0
2607,Groundhog Day (1993),4.0
2608,"Eighth Day, The (Le Huitième jour ) (1996)",3.0
2611,Searching for Bobby Fischer (1993),4.0
2613,"Truth About Cats & Dogs, The (1996)",3.0
2616,Aladdin (1992),3.0
2617,"Joy Luck Club, The (1993)",3.0
2619,"Sting, The (1973)",4.0
