user_id,item_id,title,actual_rating,predicted_rating
801,454,"Firm, The (1993)",3,2.0
810,593,"Silence of the Lambs, The (1991)",4,3.0
816,357,Four Weddings and a Funeral (1994),4,3.0
824,3683,Blood Simple (1984),4,3.0
825,3152,"Last Picture Show, The (1971)",3,2.0
829,480,Jurassic Park (1993),4,3.0
833,1193,One Flew Over the Cuckoo's Nest (1975),5,3.0
839,948,Giant (1956),5,3.0
840,2372,Fletch Lives (1989),3,3.0
841,3897,Almost Famous (2000),5,5.0
843,3671,Blazing Saddles (1974),5,3.0
844,2076,Blue Velvet (1986),3,3.0
846,3628,Flying Tigers (1942),4,3.0
850,1288,This Is Spinal Tap (1984),5,2.0
853,1580,Men in Black (1997),5,3.0
854,491,"Man Without a Face, The (1993)",3,2.0
862,3862,About Adam (2000),4,4.0
864,1136,Monty Python and the Holy Grail (1974),5,3.0
867,1965,Repo Man (1984),4,2.0
868,742,Thinner (1996),5,3.0
869,163,Desperado (1995),4,2.0
870,1608,Air Force One (1997),1,3.0
886,3320,Mifune (Mifunes sidste sang) (1999),4,3.0
889,2120,Needful Things (1993),3,0
900,2336,Elizabeth (1998),4,3.0
903,2583,Cookie's Fortune (1999),3,3.0
904,2517,Christine (1983),4,3.0
907,1193,One Flew Over the Cuckoo's Nest (1975),4,4.0
912,3362,Dog Day Afternoon (1975),4,3.0
919,1104,"Streetcar Named Desire, A (1951)",4,4.0
925,1580,Men in Black (1997),3,3.0
928,3105,Awakenings (1990),3,3.0
929,3591,Mr. Mom (1983),5,2.0
934,2335,"Waterboy, The (1998)",3,2.0
935,3194,"Way We Were, The (1973)",5,3.0
946,2160,Rosemary's Baby (1968),4,0
948,1907,Mulan (1998),4,4.0
957,2276,"Soldier's Daughter Never Cries, A (1998)",4,3.0
958,2683,Austin Powers: The Spy Who Shagged Me (1999),2,3.0
960,2006,"Mask of Zorro, The (1998)",3,2.0
963,125,Flirting With Disaster (1996),4,3.0
965,1032,Alice in Wonderland (1951),4,3.0
971,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2,3.0
975,417,Barcelona (1994),2,3.0
980,2028,Saving Private Ryan (1998),5,3.0
983,2408,Cocoon: The Return (1988),5,5.0
984,592,Batman (1989),4,3.0
994,3903,Urbania (2000),3,3.0
999,2808,Universal Soldier (1992),3,3.0
1003,923,Citizen Kane (1941),4,3.0
1010,1855,Krippendorf's Tribe (1998),1,2.0
1014,2565,"King and I, The (1956)",3,3.0
1015,3148,"Cider House Rules, The (1999)",4,3.0
1017,2363,Godzilla (Gojira) (1954),4,0
1018,1954,Rocky (1976),5,3.0
1019,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4,4.0
1027,111,Taxi Driver (1976),4,3.0
1028,912,Casablanca (1942),5,4.0
1031,1214,Alien (1979),4,4.0
1032,1527,"Fifth Element, The (1997)",4,4.0
1035,481,Kalifornia (1993),4,3.0
1036,1203,12 Angry Men (1957),4,3.0
1038,1094,"Crying Game, The (1992)",5,3.0
1040,1961,Rain Man (1988),5,3.0
1048,3852,"Tao of Steve, The (2000)",5,3.0
1051,1197,"Princess Bride, The (1987)",5,5.0
1058,233,Exotica (1994),3,2.0
1059,3328,Ghost Dog: The Way of the Samurai (1999),2,3.0
1061,1953,"French Connection, The (1971)",5,3.0
1062,3074,Jeremiah Johnson (1972),4,3.0
1068,3418,Thelma & Louise (1991),5,3.0
1077,1224,Henry V (1989),4,3.0
1078,1088,Dirty Dancing (1987),5,3.0
1084,296,Pulp Fiction (1994),5,2.0
1088,943,"Ghost and Mrs. Muir, The (1947)",4,3.0
1090,1894,Six Days Seven Nights (1998),1,0
1094,2617,"Mummy, The (1999)",3,3.0
1098,1214,Alien (1979),4,4.0
1099,161,Crimson Tide (1995),3,0
1101,546,Super Mario Bros. (1993),2,3.0
1105,2279,Urban Legend (1998),3,3.0
1108,451,Flesh and Bone (1993),3,3.0
1111,3450,Grumpy Old Men (1993),5,3.0
1113,3192,"Terrorist, The (Malli) (1998)",4,3.0
1115,1278,Young Frankenstein (1974),3,3.0
1117,442,Demolition Man (1993),3,3.0
1119,3812,Everything You Always Wanted to Know About Sex (1972),4,3.0
1120,1416,Evita (1996),5,3.0
1121,2028,Saving Private Ryan (1998),5,3.0
1124,3608,Pee-wee's Big Adventure (1985),5,3.0
1126,1193,One Flew Over the Cuckoo's Nest (1975),4,3.0
1128,222,Circle of Friends (1995),3,3.0
1133,2815,Iron Eagle (1986),2,3.0
1134,940,"Adventures of Robin Hood, The (1938)",5,4.0
1137,2706,American Pie (1999),4,3.0
1142,1020,Cool Runnings (1993),2,3.0
1150,2511,"Long Goodbye, The (1973)",3,2.0
1162,2243,Broadcast News (1987),4,3.0
1165,589,Terminator 2: Judgment Day (1991),3,3.0
1169,3041,Meatballs Part II (1984),1,2.0
1170,1188,Strictly Ballroom (1992),4,"(None, ""Request timed out: HTTPSConnectionPool(host='api.openai.com', port=443): Read timed out. (read timeout=600)"")"
1172,784,"Cable Guy, The (1996)",2,3.0
1174,2358,Savior (1998),3,3.0
1176,1291,Indiana Jones and the Last Crusade (1989),5,4.0
1178,903,Vertigo (1958),4,3.0
1180,1250,"Bridge on the River Kwai, The (1957)",5,5.0
1181,1034,Freeway (1996),1,3.0
1182,2759,Dick (1999),3,2.0
1197,3909,Woman on Top (2000),3,3.0
1202,3448,"Good Morning, Vietnam (1987)",3,3.0
1203,588,Aladdin (1992),4,"(None, 'The server had an error while processing your request. Sorry about that! {\n  ""error"": {\n    ""message"": ""The server had an error while processing your request. Sorry about that!"",\n    ""type"": ""server_error"",\n    ""param"": null,\n    ""code"": null\n  }\n}\n 500 {\'error\': {\'message\': \'The server had an error while processing your request. Sorry about that!\', \'type\': \'server_error\', \'param\': None, \'code\': None}} {\'Date\': \'Sun, 17 Dec 2023 14:58:44 GMT\', \'Content-Type\': \'application/json\', \'Content-Length\': \'176\', \'Connection\': \'keep-alive\', \'access-control-allow-origin\': \'*\', \'openai-model\': \'gpt-3.5-turbo-1106\', \'openai-organization\': \'user-tefpjzdhptggreydf8wq0b7k\', \'openai-processing-ms\': \'6337\', \'openai-version\': \'2020-10-01\', \'strict-transport-security\': \'max-age=15724800; includeSubDomains\', \'x-ratelimit-limit-requests\': \'5000\', \'x-ratelimit-limit-tokens\': \'80000\', \'x-ratelimit-limit-tokens_usage_based\': \'80000\', \'x-ratelimit-remaining-requests\': \'4999\', \'x-ratelimit-remaining-tokens\': \'75904\', \'x-ratelimit-remaining-tokens_usage_based\': \'75904\', \'x-ratelimit-reset-requests\': \'12ms\', \'x-ratelimit-reset-tokens\': \'3.072s\', \'x-ratelimit-reset-tokens_usage_based\': \'3.072s\', \'x-request-id\': \'f4953bb12b07fda8e681c416e040cd43\', \'CF-Cache-Status\': \'DYNAMIC\', \'Server\': \'cloudflare\', \'CF-RAY\': \'8370067e1d35a047-SIN\', \'alt-svc\': \'h3="":443""; ma=86400\'}')"
1204,2167,Blade (1998),5,3.0
1209,1258,"Shining, The (1980)",3,"(None, 'The server had an error while processing your request. Sorry about that! {\n  ""error"": {\n    ""message"": ""The server had an error while processing your request. Sorry about that!"",\n    ""type"": ""server_error"",\n    ""param"": null,\n    ""code"": null\n  }\n}\n 500 {\'error\': {\'message\': \'The server had an error while processing your request. Sorry about that!\', \'type\': \'server_error\', \'param\': None, \'code\': None}} {\'Date\': \'Sun, 17 Dec 2023 14:58:57 GMT\', \'Content-Type\': \'application/json\', \'Content-Length\': \'176\', \'Connection\': \'keep-alive\', \'access-control-allow-origin\': \'*\', \'openai-model\': \'gpt-3.5-turbo-1106\', \'openai-organization\': \'user-tefpjzdhptggreydf8wq0b7k\', \'openai-processing-ms\': \'3344\', \'openai-version\': \'2020-10-01\', \'strict-transport-security\': \'max-age=15724800; includeSubDomains\', \'x-ratelimit-limit-requests\': \'5000\', \'x-ratelimit-limit-tokens\': \'80000\', \'x-ratelimit-limit-tokens_usage_based\': \'80000\', \'x-ratelimit-remaining-requests\': \'4999\', \'x-ratelimit-remaining-tokens\': \'75904\', \'x-ratelimit-remaining-tokens_usage_based\': \'75904\', \'x-ratelimit-reset-requests\': \'12ms\', \'x-ratelimit-reset-tokens\': \'3.072s\', \'x-ratelimit-reset-tokens_usage_based\': \'3.072s\', \'x-request-id\': \'d5eb9547c85d45a4a1075f30b4590239\', \'CF-Cache-Status\': \'DYNAMIC\', \'Server\': \'cloudflare\', \'CF-RAY\': \'837006de5ac1a047-SIN\', \'alt-svc\': \'h3="":443""; ma=86400\'}')"
1211,1276,Cool Hand Luke (1967),5,4.0
1216,2387,Very Bad Things (1998),4,0
1218,805,"Time to Kill, A (1996)",3,3.0
1224,2324,Life Is Beautiful (La Vita è bella) (1997),4,5.0
1225,1186,"Sex, Lies, and Videotape (1989)",5,3.0
1226,1193,One Flew Over the Cuckoo's Nest (1975),4,3.0
1228,214,Before the Rain (Pred dozhdot) (1994),5,3.0
1231,1214,Alien (1979),5,3.0
1238,2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",4,4.0
1239,1147,When We Were Kings (1996),3,3.0
1242,997,Caught (1996),3,2.0
1243,3261,Singles (1992),4,3.0
1244,2411,Rocky IV (1985),2,3.0
1246,533,"Shadow, The (1994)",2,3.0
1248,17,Sense and Sensibility (1995),5,3.0
1249,2154,How Stella Got Her Groove Back (1998),3,3.0
1260,1580,Men in Black (1997),4,3.0
1264,3882,Bring It On (2000),3,3.0
1265,378,Speechless (1994),1,3.0
1266,1836,"Last Days of Disco, The (1998)",3,2.0
1267,3094,Maurice (1987),2,3.0
1273,3039,Trading Places (1983),4,3.0
1274,3545,Cabaret (1972),3,3.0
1277,2710,"Blair Witch Project, The (1999)",5,3.0
1279,987,Bliss (1997),3,3.0
1285,2232,Cube (1997),3,3.0
1289,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4,4.0
1291,1248,Touch of Evil (1958),3,3.0
1293,3671,Blazing Saddles (1974),4,2.0
1298,431,Carlito's Way (1993),4,3.0
1301,150,Apollo 13 (1995),4,3.0
1303,1197,"Princess Bride, The (1987)",4,4.0
1305,1193,One Flew Over the Cuckoo's Nest (1975),5,4.0
1317,3504,Network (1976),5,3.0
1324,3006,"Insider, The (1999)",3,3.0
1331,3196,Stalag 17 (1953),4,3.0
1332,3421,Animal House (1978),3,3.0
1333,1288,This Is Spinal Tap (1984),5,3.0
1335,3814,Love and Death (1975),3,3.0
1339,1288,This Is Spinal Tap (1984),5,3.0
1340,1515,Volcano (1997),1,0
1343,921,My Favorite Year (1982),5,3.0
1349,1220,"Blues Brothers, The (1980)",2,3.0
1365,1230,Annie Hall (1977),4,3.0
1374,920,Gone with the Wind (1939),4,3.0
1383,2471,Crocodile Dundee II (1988),2,3.0
1390,3082,"World Is Not Enough, The (1999)",4,3.0
1392,2628,Star Wars: Episode I - The Phantom Menace (1999),2,2.0
1396,2657,"Rocky Horror Picture Show, The (1975)",4,3.0
1399,150,Apollo 13 (1995),4,3.0
1411,2013,"Poseidon Adventure, The (1972)",1,3.0
1412,1332,"Believers, The (1987)",3,3.0
1413,223,Clerks (1994),5,3.0
1415,1294,M*A*S*H (1970),4,3.0
1416,118,If Lucy Fell (1996),5,3.0
1421,2395,Rushmore (1998),4,3.0
1422,1022,Cinderella (1950),3,3.0
1423,2289,"Player, The (1992)",5,3.0
1427,1214,Alien (1979),5,4.0
1432,2686,"Red Violin, The (Le Violon rouge) (1998)",4,3.0
1437,2289,"Player, The (1992)",5,3.0
1440,2490,Payback (1999),3,3.0
1442,1719,"Sweet Hereafter, The (1997)",4,2.0
1446,1256,Duck Soup (1933),5,3.0
1447,529,Searching for Bobby Fischer (1993),4,3.0
1448,1580,Men in Black (1997),4,4.0
1449,2040,"Computer Wore Tennis Shoes, The (1970)",2,"(None, 'The server had an error while processing your request. Sorry about that! {\n  ""error"": {\n    ""message"": ""The server had an error while processing your request. Sorry about that!"",\n    ""type"": ""server_error"",\n    ""param"": null,\n    ""code"": null\n  }\n}\n 500 {\'error\': {\'message\': \'The server had an error while processing your request. Sorry about that!\', \'type\': \'server_error\', \'param\': None, \'code\': None}} {\'Date\': \'Sun, 17 Dec 2023 15:08:02 GMT\', \'Content-Type\': \'application/json\', \'Content-Length\': \'176\', \'Connection\': \'keep-alive\', \'access-control-allow-origin\': \'*\', \'openai-model\': \'gpt-3.5-turbo-1106\', \'openai-organization\': \'user-tefpjzdhptggreydf8wq0b7k\', \'openai-processing-ms\': \'4712\', \'openai-version\': \'2020-10-01\', \'strict-transport-security\': \'max-age=15724800; includeSubDomains\', \'x-ratelimit-limit-requests\': \'5000\', \'x-ratelimit-limit-tokens\': \'80000\', \'x-ratelimit-limit-tokens_usage_based\': \'80000\', \'x-ratelimit-remaining-requests\': \'4999\', \'x-ratelimit-remaining-tokens\': \'75904\', \'x-ratelimit-remaining-tokens_usage_based\': \'75904\', \'x-ratelimit-reset-requests\': \'12ms\', \'x-ratelimit-reset-tokens\': \'3.072s\', \'x-ratelimit-reset-tokens_usage_based\': \'3.072s\', \'x-request-id\': \'17c85e7083bdacd3f87bc677f5b769e3\', \'CF-Cache-Status\': \'DYNAMIC\', \'Server\': \'cloudflare\', \'CF-RAY\': \'83701424ed92a047-SIN\', \'alt-svc\': \'h3="":443""; ma=86400\'}')"
1451,352,Crooklyn (1994),5,3.0
1457,3104,Midnight Run (1988),5,2.0
1463,519,Robocop 3 (1993),2,3.0
1470,1872,Go Now (1995),2,2.0
1475,2331,Living Out Loud (1998),4,3.0
1477,950,"Thin Man, The (1934)",5,3.0
1482,3176,"Talented Mr. Ripley, The (1999)",4,3.0
1483,1246,Dead Poets Society (1989),4,0
1489,1438,Dante's Peak (1997),1,3.0
1495,1907,Mulan (1998),2,0
1506,3424,Do the Right Thing (1989),3,4.0
1508,1608,Air Force One (1997),3,3.0
1517,877,Girls Town (1996),3,2.0
1527,3566,"Big Kahuna, The (2000)",3,3.0
1530,909,"Apartment, The (1960)",4,3.0
1536,317,"Santa Clause, The (1994)",4,3.0
1547,2858,American Beauty (1999),5,3.0
1551,1235,Harold and Maude (1971),5,3.0
1552,1674,Witness (1985),5,0
1556,2273,Rush Hour (1998),4,3.0
1565,3614,Honeymoon in Vegas (1992),4,4.0
1569,615,Bread and Chocolate (Pane e cioccolata) (1973),5,3.0
1571,6,Heat (1995),4,3.0
1579,1344,Cape Fear (1962),4,3.0
1584,3510,Frequency (2000),4,3.0
1587,3359,Breaking Away (1979),4,3.0
1590,3586,"Idolmaker, The (1980)",5,3.0
1591,3033,Spaceballs (1987),4,3.0
1592,1183,"English Patient, The (1996)",2,3.0
1599,1954,Rocky (1976),4,4.0
1609,1077,Sleeper (1973),4,3.0
1613,41,Richard III (1995),5,3.0
1614,3072,Moonstruck (1987),4,3.0
1618,951,His Girl Friday (1940),3,3.0
1619,954,Mr. Smith Goes to Washington (1939),4,4.0
1621,3865,"Original Kings of Comedy, The (2000)",2,3.0
1628,1200,Aliens (1986),5,3.0
1631,368,Maverick (1994),4,3.0
1632,2866,"Buddy Holly Story, The (1978)",3,3.0
1636,2596,SLC Punk! (1998),1,3.0
1638,3625,Better Living Through Circuitry (1999),4,3.0
1639,2997,Being John Malkovich (1999),4,3.0
1642,3655,Blow-Out (La Grande Bouffe) (1973),3,3.0
1648,1206,"Clockwork Orange, A (1971)",2,3.0
1654,1228,Raging Bull (1980),5,3.0
1660,3481,High Fidelity (2000),5,3.0
1671,2009,Soylent Green (1973),2,2.0
1676,2804,"Christmas Story, A (1983)",2,3.0
1680,1390,My Fellow Americans (1996),4,3.0
1681,1206,"Clockwork Orange, A (1971)",3,3.0
1682,2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",4,3.0
1685,476,"Inkwell, The (1994)",4,2.0
1694,637,Sgt. Bilko (1996),2,3.0
1696,1676,Starship Troopers (1997),4,3.0
1697,36,Dead Man Walking (1995),4,3.0
1701,2336,Elizabeth (1998),5,3.0
1702,2571,"Matrix, The (1999)",5,3.0
1712,1914,Smoke Signals (1998),3,3.0
1717,307,Three Colors: Blue (1993),5,3.0
1720,3173,Any Given Sunday (1999),4,3.0
1732,2826,"13th Warrior, The (1999)",5,2.0
1733,1875,Clockwatchers (1997),3,3.0
1739,3384,"Taking of Pelham One Two Three, The (1974)",3,3.0
1741,3678,"Man with the Golden Arm, The (1955)",4,4.0
1742,3920,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",4,3.0
1744,2194,"Untouchables, The (1987)",5,3.0
1748,2803,"Pelican Brief, The (1993)",3,3.0
1749,36,Dead Man Walking (1995),2,2.0
1753,904,Rear Window (1954),5,3.0
1758,230,Dolores Claiborne (1994),4,3.0
1760,2243,Broadcast News (1987),4,3.0
1762,511,"Program, The (1993)",3,3.0
1768,3683,Blood Simple (1984),5,2.0
1775,1387,Jaws (1975),4,4.0
1780,1099,"Christmas Carol, A (1938)",3,3.0
1788,2291,Edward Scissorhands (1990),3,3.0
1794,1258,"Shining, The (1980)",5,0
1797,3093,McCabe & Mrs. Miller (1971),5,4.0
