user_id,item_id,title,actual_rating,predicted_rating,is_rating_float
681,709,Oliver & Company (1988),3,4.0,True
682,1208,Apocalypse Now (1979),5,5.0,True
688,1222,Full Metal Jacket (1987),3,4.0,True
690,1959,Out of Africa (1985),1,4.0,True
691,1580,Men in Black (1997),4,4.0,True
692,2985,Robocop (1987),3,4.0,True
698,1301,Forbidden Planet (1956),3,4.0,True
699,595,Beauty and the Beast (1991),4,4.0,True
701,372,Reality Bites (1994),5,4.0,True
702,2002,Lethal Weapon 3 (1992),4,3.0,True
710,2146,St. Elmo's Fire (1985),2,4.0,True
711,1172,Cinema Paradiso (1988),5,4.0,True
719,3863,"Cell, The (2000)",3,0,True
721,594,Snow White and the Seven Dwarfs (1937),4,5.0,True
729,2393,Star Trek: Insurrection (1998),3,4.0,True
732,3791,Footloose (1984),3,4.0,True
733,3819,Tampopo (1986),4,4.0,True
743,3526,Parenthood (1989),2,4.0,True
744,1210,Star Wars: Episode VI - Return of the Jedi (1983),5,4.0,True
746,1762,Deep Rising (1998),1,0,True
748,366,Wes Craven's New Nightmare (1994),2,4.0,True
749,2001,Lethal Weapon 2 (1989),2,2.0,True
752,3408,Erin Brockovich (2000),4,4.0,True
755,1954,Rocky (1976),3,4.0,True
760,121,"Boys of St. Vincent, The (1993)",4,0,True
764,1198,Raiders of the Lost Ark (1981),5,5.0,True
765,513,Radioland Murders (1994),5,4.0,True
770,3087,Scrooged (1988),5,4.0,True
771,1286,Somewhere in Time (1980),3,4.0,True
773,2841,Stir of Echoes (1999),4,4.0,True
774,1221,"Godfather: Part II, The (1974)",4,4.0,True
779,2719,"Haunting, The (1999)",3,0,True
784,2581,Never Been Kissed (1999),2,4.0,True
785,2582,Twin Dragons (Shuang long hui) (1992),5,4.0,True
791,362,"Jungle Book, The (1994)",3,4.0,True
792,2968,Time Bandits (1981),4,4.0,True
793,616,"Aristocats, The (1970)",2,4.0,True
796,915,Sabrina (1954),3,0,True
801,454,"Firm, The (1993)",3,4.0,True
810,593,"Silence of the Lambs, The (1991)",4,4.0,True
816,357,Four Weddings and a Funeral (1994),4,4.0,True
824,3683,Blood Simple (1984),4,4.0,True
825,3152,"Last Picture Show, The (1971)",3,4.0,True
829,480,Jurassic Park (1993),4,4.0,True
833,1193,One Flew Over the Cuckoo's Nest (1975),5,4.0,True
839,948,Giant (1956),5,3.0,True
840,2372,Fletch Lives (1989),3,4.0,True
841,3897,Almost Famous (2000),5,4.0,True
843,3671,Blazing Saddles (1974),5,4.0,True
844,2076,Blue Velvet (1986),3,0,True
846,3628,Flying Tigers (1942),4,4.0,True
850,1288,This Is Spinal Tap (1984),5,4.0,True
853,1580,Men in Black (1997),5,4.0,True
854,491,"Man Without a Face, The (1993)",3,4.0,True
862,3862,About Adam (2000),4,4.0,True
864,1136,Monty Python and the Holy Grail (1974),5,4.0,True
867,1965,Repo Man (1984),4,4.0,True
868,742,Thinner (1996),5,4.0,True
869,163,Desperado (1995),4,4.0,True
870,1608,Air Force One (1997),1,4.0,True
886,3320,Mifune (Mifunes sidste sang) (1999),4,4.0,True
889,2120,Needful Things (1993),3,3.0,True
900,2336,Elizabeth (1998),4,0,True
903,2583,Cookie's Fortune (1999),3,4.0,True
904,2517,Christine (1983),4,0,True
907,1193,One Flew Over the Cuckoo's Nest (1975),4,4.0,True
912,3362,Dog Day Afternoon (1975),4,4.0,True
919,1104,"Streetcar Named Desire, A (1951)",4,4.0,True
925,1580,Men in Black (1997),3,4.0,True
928,3105,Awakenings (1990),3,4.0,True
929,3591,Mr. Mom (1983),5,4.0,True
934,2335,"Waterboy, The (1998)",3,4.0,True
935,3194,"Way We Were, The (1973)",5,4.0,True
946,2160,Rosemary's Baby (1968),4,4.0,True
948,1907,Mulan (1998),4,0,True
957,2276,"Soldier's Daughter Never Cries, A (1998)",4,4.0,True
958,2683,Austin Powers: The Spy Who Shagged Me (1999),2,3.0,True
960,2006,"Mask of Zorro, The (1998)",3,4.0,True
963,125,Flirting With Disaster (1996),4,4.0,True
965,1032,Alice in Wonderland (1951),4,5.0,True
971,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2,4.0,True
975,417,Barcelona (1994),2,3.0,True
980,2028,Saving Private Ryan (1998),5,5.0,True
983,2408,Cocoon: The Return (1988),5,4.0,True
984,592,Batman (1989),4,4.0,True
994,3903,Urbania (2000),3,3.0,True
999,2808,Universal Soldier (1992),3,4.0,True
1003,923,Citizen Kane (1941),4,4.0,True
1010,1855,Krippendorf's Tribe (1998),1,3.0,True
1014,2565,"King and I, The (1956)",3,4.0,True
1015,3148,"Cider House Rules, The (1999)",4,4.0,True
1017,2363,Godzilla (Gojira) (1954),4,4.0,True
1018,1954,Rocky (1976),5,4.0,True
1019,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4,4.0,True
1027,111,Taxi Driver (1976),4,4.0,True
1028,912,Casablanca (1942),5,4.0,True
1031,1214,Alien (1979),4,4.0,True
1032,1527,"Fifth Element, The (1997)",4,4.0,True
1035,481,Kalifornia (1993),4,3.0,True
1036,1203,12 Angry Men (1957),4,4.0,True
1038,1094,"Crying Game, The (1992)",5,3.0,True
1040,1961,Rain Man (1988),5,4.0,True
1048,3852,"Tao of Steve, The (2000)",5,0,True
1051,1197,"Princess Bride, The (1987)",5,4.0,True
1058,233,Exotica (1994),3,3.0,True
1059,3328,Ghost Dog: The Way of the Samurai (1999),2,4.0,True
1061,1953,"French Connection, The (1971)",5,4.0,True
1062,3074,Jeremiah Johnson (1972),4,4.0,True
1068,3418,Thelma & Louise (1991),5,4.0,True
1077,1224,Henry V (1989),4,4.0,True
1078,1088,Dirty Dancing (1987),5,4.0,True
1084,296,Pulp Fiction (1994),5,4.0,True
1088,943,"Ghost and Mrs. Muir, The (1947)",4,4.0,True
1090,1894,Six Days Seven Nights (1998),1,4.0,True
1094,2617,"Mummy, The (1999)",3,4.0,True
1098,1214,Alien (1979),4,4.0,True
1099,161,Crimson Tide (1995),3,4.0,True
1101,546,Super Mario Bros. (1993),2,3.0,True
1105,2279,Urban Legend (1998),3,3.0,True
1108,451,Flesh and Bone (1993),3,3.0,True
1111,3450,Grumpy Old Men (1993),5,4.0,True
1113,3192,"Terrorist, The (Malli) (1998)",4,3.0,True
1115,1278,Young Frankenstein (1974),3,4.0,True
1117,442,Demolition Man (1993),3,4.0,True
1119,3812,Everything You Always Wanted to Know About Sex (1972),4,4.0,True
1120,1416,Evita (1996),5,0,True
1121,2028,Saving Private Ryan (1998),5,4.0,True
1124,3608,Pee-wee's Big Adventure (1985),5,4.0,True
1126,1193,One Flew Over the Cuckoo's Nest (1975),4,4.0,True
1128,222,Circle of Friends (1995),3,4.0,True
1133,2815,Iron Eagle (1986),2,3.0,True
1134,940,"Adventures of Robin Hood, The (1938)",5,4.0,True
1137,2706,American Pie (1999),4,4.0,True
1142,1020,Cool Runnings (1993),2,4.0,True
1150,2511,"Long Goodbye, The (1973)",3,4.0,True
1162,2243,Broadcast News (1987),4,4.0,True
1165,589,Terminator 2: Judgment Day (1991),3,4.0,True
1169,3041,Meatballs Part II (1984),1,3.0,True
1170,1188,Strictly Ballroom (1992),4,4.0,True
1172,784,"Cable Guy, The (1996)",2,4.0,True
1174,2358,Savior (1998),3,0,True
1176,1291,Indiana Jones and the Last Crusade (1989),5,4.0,True
1178,903,Vertigo (1958),4,4.0,True
1180,1250,"Bridge on the River Kwai, The (1957)",5,4.0,True
1181,1034,Freeway (1996),1,3.0,True
1182,2759,Dick (1999),3,0,True
1197,3909,Woman on Top (2000),3,4.0,True
1202,3448,"Good Morning, Vietnam (1987)",3,4.0,True
1203,588,Aladdin (1992),4,4.0,True
1204,2167,Blade (1998),5,4.0,True
1209,1258,"Shining, The (1980)",3,4.0,True
1211,1276,Cool Hand Luke (1967),5,4.0,True
1216,2387,Very Bad Things (1998),4,3.0,True
1218,805,"Time to Kill, A (1996)",3,3.0,True
1224,2324,Life Is Beautiful (La Vita è bella) (1997),4,0,True
1225,1186,"Sex, Lies, and Videotape (1989)",5,3.0,True
1226,1193,One Flew Over the Cuckoo's Nest (1975),4,5.0,True
1228,214,Before the Rain (Pred dozhdot) (1994),5,4.0,True
1231,1214,Alien (1979),5,4.0,True
1238,2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",4,4.0,True
1239,1147,When We Were Kings (1996),3,4.0,True
1242,997,Caught (1996),3,0,True
1243,3261,Singles (1992),4,0,True
1244,2411,Rocky IV (1985),2,4.0,True
1246,533,"Shadow, The (1994)",2,3.0,True
1248,17,Sense and Sensibility (1995),5,4.0,True
1249,2154,How Stella Got Her Groove Back (1998),3,4.0,True
1260,1580,Men in Black (1997),4,4.0,True
1264,3882,Bring It On (2000),3,4.0,True
1265,378,Speechless (1994),1,0,True
1266,1836,"Last Days of Disco, The (1998)",3,4.0,True
1267,3094,Maurice (1987),2,0,True
1273,3039,Trading Places (1983),4,4.0,True
1274,3545,Cabaret (1972),3,4.0,True
1277,2710,"Blair Witch Project, The (1999)",5,4.0,True
1279,987,Bliss (1997),3,0,True
1285,2232,Cube (1997),3,0,True
1289,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4,4.0,True
1291,1248,Touch of Evil (1958),3,4.0,True
1293,3671,Blazing Saddles (1974),4,4.0,True
1298,431,Carlito's Way (1993),4,4.0,True
1301,150,Apollo 13 (1995),4,4.0,True
1303,1197,"Princess Bride, The (1987)",4,4.0,True
1305,1193,One Flew Over the Cuckoo's Nest (1975),5,4.0,True
1317,3504,Network (1976),5,0,True
1324,3006,"Insider, The (1999)",3,3.0,True
1331,3196,Stalag 17 (1953),4,3.0,True
1332,3421,Animal House (1978),3,3.0,True
1333,1288,This Is Spinal Tap (1984),5,4.0,True
1335,3814,Love and Death (1975),3,4.0,True
1339,1288,This Is Spinal Tap (1984),5,4.0,True
1340,1515,Volcano (1997),1,0,True
1343,921,My Favorite Year (1982),5,4.0,True
1349,1220,"Blues Brothers, The (1980)",2,4.0,True
1365,1230,Annie Hall (1977),4,4.0,True
1374,920,Gone with the Wind (1939),4,5.0,True
1383,2471,Crocodile Dundee II (1988),2,3.0,True
1390,3082,"World Is Not Enough, The (1999)",4,3.0,True
1392,2628,Star Wars: Episode I - The Phantom Menace (1999),2,3.0,True
1396,2657,"Rocky Horror Picture Show, The (1975)",4,5.0,True
1399,150,Apollo 13 (1995),4,4.0,True
1411,2013,"Poseidon Adventure, The (1972)",1,4.0,True
1412,1332,"Believers, The (1987)",3,3.0,True
1413,223,Clerks (1994),5,4.0,True
1415,1294,M*A*S*H (1970),4,4.0,True
1416,118,If Lucy Fell (1996),5,4.0,True
1421,2395,Rushmore (1998),4,4.0,True
1422,1022,Cinderella (1950),3,4.0,True
1423,2289,"Player, The (1992)",5,4.0,True
1427,1214,Alien (1979),5,4.0,True
1432,2686,"Red Violin, The (Le Violon rouge) (1998)",4,4.0,True
1437,2289,"Player, The (1992)",5,0,True
1440,2490,Payback (1999),3,4.0,True
1442,1719,"Sweet Hereafter, The (1997)",4,3.0,True
1446,1256,Duck Soup (1933),5,4.0,True
1447,529,Searching for Bobby Fischer (1993),4,4.0,True
1448,1580,Men in Black (1997),4,4.0,True
1449,2040,"Computer Wore Tennis Shoes, The (1970)",2,3.0,True
1451,352,Crooklyn (1994),5,0,True
1457,3104,Midnight Run (1988),5,4.0,True
1463,519,Robocop 3 (1993),2,3.0,True
1470,1872,Go Now (1995),2,0,True
1475,2331,Living Out Loud (1998),4,4.0,True
1477,950,"Thin Man, The (1934)",5,4.0,True
1482,3176,"Talented Mr. Ripley, The (1999)",4,4.0,True
1483,1246,Dead Poets Society (1989),4,4.0,True
1489,1438,Dante's Peak (1997),1,4.0,True
1495,1907,Mulan (1998),2,0,True
1506,3424,Do the Right Thing (1989),3,4.0,True
1508,1608,Air Force One (1997),3,4.0,True
1517,877,Girls Town (1996),3,0,True
1527,3566,"Big Kahuna, The (2000)",3,3.0,True
1530,909,"Apartment, The (1960)",4,4.0,True
1536,317,"Santa Clause, The (1994)",4,4.0,True
1547,2858,American Beauty (1999),5,0,True
1551,1235,Harold and Maude (1971),5,4.0,True
1552,1674,Witness (1985),5,0,True
1556,2273,Rush Hour (1998),4,0,True
1565,3614,Honeymoon in Vegas (1992),4,4.0,True
1569,615,Bread and Chocolate (Pane e cioccolata) (1973),5,4.0,True
1571,6,Heat (1995),4,0,True
1579,1344,Cape Fear (1962),4,3.0,True
1584,3510,Frequency (2000),4,4.0,True
1587,3359,Breaking Away (1979),4,4.0,True
1590,3586,"Idolmaker, The (1980)",5,0,True
1591,3033,Spaceballs (1987),4,4.0,True
1592,1183,"English Patient, The (1996)",2,4.0,True
1599,1954,Rocky (1976),4,4.0,True
1609,1077,Sleeper (1973),4,4.0,True
1613,41,Richard III (1995),5,4.0,True
1614,3072,Moonstruck (1987),4,4.0,True
1618,951,His Girl Friday (1940),3,4.0,True
1619,954,Mr. Smith Goes to Washington (1939),4,4.0,True
1621,3865,"Original Kings of Comedy, The (2000)",2,4.0,True
1628,1200,Aliens (1986),5,0,True
1631,368,Maverick (1994),4,3.0,True
1632,2866,"Buddy Holly Story, The (1978)",3,4.0,True
1636,2596,SLC Punk! (1998),1,4.0,True
1638,3625,Better Living Through Circuitry (1999),4,4.0,True
1639,2997,Being John Malkovich (1999),4,4.0,True
1642,3655,Blow-Out (La Grande Bouffe) (1973),3,4.0,True
1648,1206,"Clockwork Orange, A (1971)",2,4.0,True
1654,1228,Raging Bull (1980),5,4.0,True
1660,3481,High Fidelity (2000),5,4.0,True
1671,2009,Soylent Green (1973),2,3.0,True
1676,2804,"Christmas Story, A (1983)",2,4.0,True
1680,1390,My Fellow Americans (1996),4,3.0,True
1681,1206,"Clockwork Orange, A (1971)",3,4.0,True
1682,2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",4,3.0,True
1685,476,"Inkwell, The (1994)",4,3.0,True
1694,637,Sgt. Bilko (1996),2,3.0,True
1696,1676,Starship Troopers (1997),4,4.0,True
1697,36,Dead Man Walking (1995),4,3.0,True
1701,2336,Elizabeth (1998),5,0,True
1702,2571,"Matrix, The (1999)",5,4.0,True
1712,1914,Smoke Signals (1998),3,0,True
1717,307,Three Colors: Blue (1993),5,4.0,True
1720,3173,Any Given Sunday (1999),4,3.0,True
1732,2826,"13th Warrior, The (1999)",5,4.0,True
1733,1875,Clockwatchers (1997),3,0,True
1739,3384,"Taking of Pelham One Two Three, The (1974)",3,3.0,True
1741,3678,"Man with the Golden Arm, The (1955)",4,4.0,True
1742,3920,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",4,4.0,True
1744,2194,"Untouchables, The (1987)",5,4.0,True
1748,2803,"Pelican Brief, The (1993)",3,4.0,True
1749,36,Dead Man Walking (1995),2,4.0,True
1753,904,Rear Window (1954),5,4.0,True
1758,230,Dolores Claiborne (1994),4,4.0,True
1760,2243,Broadcast News (1987),4,0,True
1762,511,"Program, The (1993)",3,0,True
1768,3683,Blood Simple (1984),5,4.0,True
1775,1387,Jaws (1975),4,4.0,True
1780,1099,"Christmas Carol, A (1938)",3,4.0,True
1788,2291,Edward Scissorhands (1990),3,4.0,True
1794,1258,"Shining, The (1980)",5,4.0,True
1797,3093,McCabe & Mrs. Miller (1971),5,4.0,True
1800,1516,Children of the Revolution (1996),3,4.0,True
1802,2692,Run Lola Run (Lola rennt) (1998),5,4.0,True
1811,785,Kingpin (1996),4,3.0,True
1812,1667,Mad City (1997),4,3.0,True
1820,1883,Bulworth (1998),1,0,True
1824,3536,Keeping the Faith (2000),3,4.0,True
1828,1183,"English Patient, The (1996)",4,4.0,True
1836,300,Quiz Show (1994),5,4.0,True
1837,880,"Island of Dr. Moreau, The (1996)",2,3.0,True
1842,3624,Shanghai Noon (2000),4,4.0,True
1843,3273,Scream 3 (2000),3,4.0,True
1863,924,2001: A Space Odyssey (1968),5,4.0,True
1869,2160,Rosemary's Baby (1968),5,4.0,True
1873,733,"Rock, The (1996)",4,4.0,True
1874,615,Bread and Chocolate (Pane e cioccolata) (1973),4,4.0,True
1877,3915,Girlfight (2000),3,4.0,True
1879,111,Taxi Driver (1976),4,4.0,True
1880,2728,Spartacus (1960),5,4.0,True
1882,1221,"Godfather: Part II, The (1974)",5,4.0,True
1884,3930,"Creature From the Black Lagoon, The (1954)",4,4.0,True
1889,1918,Lethal Weapon 4 (1998),3,4.0,True
1890,1265,Groundhog Day (1993),4,4.0,True
1892,1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",5,4.0,True
1894,1554,"Pillow Book, The (1995)",4,4.0,True
1895,969,"African Queen, The (1951)",4,4.0,True
1896,3037,Little Big Man (1970),2,4.0,True
1897,3855,"Affair of Love, An (Une Liaison Pornographique) (1999)",3,4.0,True
1899,1013,"Parent Trap, The (1961)",4,4.0,True
1908,208,Waterworld (1995),2,3.0,True
1909,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",4,4.0,True
1911,2568,"Mod Squad, The (1999)",2,3.0,True
1912,3095,"Grapes of Wrath, The (1940)",2,3.0,True
1914,39,Clueless (1995),5,4.0,True
1916,246,Hoop Dreams (1994),4,4.0,True
1920,2571,"Matrix, The (1999)",5,4.0,True
1926,2396,Shakespeare in Love (1998),5,4.0,True
1928,588,Aladdin (1992),4,4.0,True
1940,2476,Heartbreak Ridge (1986),5,4.0,True
1941,1100,Days of Thunder (1990),2,4.0,True
1943,595,Beauty and the Beast (1991),4,5.0,True
1946,3067,Women on the Verge of a Nervous Breakdown (1988),4,4.0,True
1947,2912,"Limey, The (1999)",3,3.0,True
1952,1484,"Daytrippers, The (1996)",4,3.0,True
1959,3893,Nurse Betty (2000),5,4.0,True
1964,1542,Brassed Off (1996),4,4.0,True
1969,1270,Back to the Future (1985),3,5.0,True
1972,1231,"Right Stuff, The (1983)",5,4.0,True
1980,2248,Say Anything... (1989),5,4.0,True
1981,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4,4.0,True
1984,3897,Almost Famous (2000),3,4.0,True
1988,1307,When Harry Met Sally... (1989),4,4.0,True
1991,3007,American Movie (1999),4,3.0,True
