user_id,item_id,title,actual_rating,predicted_rating
190,2863,"Hard Day's Night, A (1964)",2,4.0
190,474,In the Line of Fire (1993),4,4.0
191,65,Bio-Dome (1996),2,2.0
191,1062,"Sunchaser, The (1996)",2,2.0
191,413,Airheads (1994),3,3.0
191,1608,Air Force One (1997),4,3.0
192,2174,Beetlejuice (1988),3,4.0
192,1019,"20,000 Leagues Under the Sea (1954)",3,3.0
192,1120,"People vs. Larry Flynt, The (1996)",4,3.0
192,318,"Shawshank Redemption, The (1994)",5,3.0
195,2147,"Clan of the Cave Bear, The (1986)",3,3.0
195,3819,Tampopo (1986),5,4.0
195,1650,Washington Square (1997),4,3.0
195,20,Money Train (1995),4,3.0
196,50,"Usual Suspects, The (1995)",5,5.0
196,2183,"Man Who Knew Too Much, The (1956)",3,4.0
196,3911,Best in Show (2000),5,5.0
196,3751,Chicken Run (2000),4,4.0
202,2398,Miracle on 34th Street (1947),4,4.0
202,2114,"Outsiders, The (1983)",2,4.0
202,671,Mystery Science Theater 3000: The Movie (1996),4,3.0
202,3471,Close Encounters of the Third Kind (1977),4,5.0
206,3300,Pitch Black (2000),5,4.0
206,1771,Night Flier (1997),2,2.0
206,674,Barbarella (1968),3,5.0
206,3354,Mission to Mars (2000),2,2.0
208,3685,Prizzi's Honor (1985),3,4.0
208,541,Blade Runner (1982),5,4.0
208,1172,Cinema Paradiso (1988),4,5.0
208,1345,Carrie (1976),4,3.0
216,1228,Raging Bull (1980),3,1.0
216,1701,Deconstructing Harry (1997),2,2.0
216,818,"Very Brady Sequel, A (1996)",1,3.0
216,3039,Trading Places (1983),3,2.0
224,515,"Remains of the Day, The (1993)",2,3.0
224,2858,American Beauty (1999),5,4.0
224,73,"Misérables, Les (1995)",2,3.0
224,104,Happy Gilmore (1996),5,3.0
225,3317,Wonder Boys (2000),3,3.0
225,2321,Pleasantville (1998),3,3.0
225,570,"Slingshot, The (Kådisbellan ) (1993)",4,3.0
225,1958,Terms of Endearment (1983),5,2.0
227,2710,"Blair Witch Project, The (1999)",2,3.0
227,2841,Stir of Echoes (1999),4,4.0
227,3354,Mission to Mars (2000),1,3.0
227,2692,Run Lola Run (Lola rennt) (1998),4,3.0
230,1230,Annie Hall (1977),4,4.0
230,1641,"Full Monty, The (1997)",3,4.0
230,2075,Mephisto (1981),3,4.0
230,527,Schindler's List (1993),5,5.0
231,1291,Indiana Jones and the Last Crusade (1989),4,4.0
231,1259,Stand by Me (1986),5,4.0
231,608,Fargo (1996),4,4.0
231,3361,Bull Durham (1988),5,4.0
235,2241,Class (1983),2,3.0
235,1508,Traveller (1997),4,3.0
235,910,Some Like It Hot (1959),4,3.0
235,2020,Dangerous Liaisons (1988),5,3.0
236,2396,Shakespeare in Love (1998),4,4.0
236,2628,Star Wars: Episode I - The Phantom Menace (1999),4,4.0
236,2236,Simon Birch (1998),5,3.0
236,1210,Star Wars: Episode VI - Return of the Jedi (1983),5,4.0
242,500,Mrs. Doubtfire (1993),3,3.0
242,380,True Lies (1994),4,3.0
242,2011,Back to the Future Part II (1989),1,3.0
242,3535,American Psycho (2000),5,3.0
245,112,Rumble in the Bronx (1995),3,2.0
245,2160,Rosemary's Baby (1968),3,1.0
245,1297,Real Genius (1985),2,2.0
245,508,Philadelphia (1993),4,1.0
259,1834,"Spanish Prisoner, The (1997)",4,3.0
259,2336,Elizabeth (1998),5,3.0
259,1090,Platoon (1986),4,4.0
259,368,Maverick (1994),2,4.0
261,1411,Hamlet (1996),4,3.0
261,1101,Top Gun (1986),3,4.0
261,249,Immortal Beloved (1994),3,3.0
261,1589,Cop Land (1997),3,4.0
264,1527,"Fifth Element, The (1997)",4,4.0
264,1135,Private Benjamin (1980),3,3.0
264,3623,Mission: Impossible 2 (2000),3,4.0
264,1073,Willy Wonka and the Chocolate Factory (1971),4,4.0
265,908,North by Northwest (1959),4,5.0
265,480,Jurassic Park (1993),2,5.0
265,1207,To Kill a Mockingbird (1962),5,5.0
265,858,"Godfather, The (1972)",4,5.0
266,904,Rear Window (1954),5,5.0
266,3004,"Bachelor, The (1999)",3,4.0
266,3903,Urbania (2000),3,4.0
266,898,"Philadelphia Story, The (1940)",5,5.0
270,3168,Easy Rider (1969),5,3.0
270,2,Jumanji (1995),4,4.0
270,3675,White Christmas (1954),5,3.0
270,1304,Butch Cassidy and the Sundance Kid (1969),5,4.0
272,356,Forrest Gump (1994),5,5.0
272,3593,Battlefield Earth (2000),3,1.0
272,3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),5,4.0
272,2058,"Negotiator, The (1998)",3,4.0
281,1192,Paris Is Burning (1990),3,4.0
281,2791,Airplane! (1980),5,3.0
281,2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),4,4.0
281,2357,Central Station (Central do Brasil) (1998),4,4.0
285,1527,"Fifth Element, The (1997)",3,4.0
285,2739,"Color Purple, The (1985)",5,4.0
285,162,Crumb (1994),5,4.0
285,1953,"French Connection, The (1971)",4,4.0
287,1784,As Good As It Gets (1997),4,4.0
287,32,Twelve Monkeys (1995),4,4.0
287,1280,Raise the Red Lantern (1991),3,4.0
287,36,Dead Man Walking (1995),4,4.0
291,1198,Raiders of the Lost Ark (1981),3,5.0
291,3668,Romeo and Juliet (1968),5,4.0
291,3196,Stalag 17 (1953),5,4.0
291,3359,Breaking Away (1979),4,4.0
292,307,Three Colors: Blue (1993),4,4.0
292,2699,Arachnophobia (1990),3,3.0
292,3422,She's Gotta Have It (1986),4,4.0
292,671,Mystery Science Theater 3000: The Movie (1996),4,4.0
293,833,High School High (1996),1,1.0
293,848,"Spitfire Grill, The (1996)",4,1.0
293,1222,Full Metal Jacket (1987),4,1.0
293,3185,Snow Falling on Cedars (1999),5,1.0
294,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",4,3.0
294,785,Kingpin (1996),1,3.0
294,759,Maya Lin: A Strong Clear Vision (1994),5,3.0
294,3129,Sweet and Lowdown (1999),5,3.0
295,21,Get Shorty (1995),5,3.0
295,2948,From Russia with Love (1963),4,3.0
295,3113,End of Days (1999),1,3.0
295,1274,Akira (1988),3,3.0
297,818,"Very Brady Sequel, A (1996)",2,3.0
297,2571,"Matrix, The (1999)",5,5.0
297,1954,Rocky (1976),4,4.0
297,923,Citizen Kane (1941),5,4.0
299,1446,Kolya (1996),5,4.0
299,3747,Jesus' Son (1999),4,3.0
299,1259,Stand by Me (1986),5,4.0
299,1172,Cinema Paradiso (1988),4,4.0
300,329,Star Trek: Generations (1994),3,3.0
300,1007,"Apple Dumpling Gang, The (1975)",4,3.0
300,1358,Sling Blade (1996),5,4.0
300,1380,Grease (1978),5,3.0
301,3060,"Commitments, The (1991)",4,4.0
301,2278,Ronin (1998),3,4.0
301,39,Clueless (1995),4,4.0
301,1359,Jingle All the Way (1996),2,3.0
306,296,Pulp Fiction (1994),5,4.0
306,1923,There's Something About Mary (1998),3,4.0
306,3596,Screwed (2000),2,3.0
306,3273,Scream 3 (2000),3,4.0
307,608,Fargo (1996),5,4.0
307,1333,"Birds, The (1963)",5,4.0
307,3100,"River Runs Through It, A (1992)",3,5.0
307,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),5,4.0
308,953,It's a Wonderful Life (1946),4,5.0
308,3444,Bloodsport (1988),2,4.0
308,325,National Lampoon's Senior Trip (1995),2,4.0
308,3421,Animal House (1978),4,4.0
309,2571,"Matrix, The (1999)",5,4.0
309,2762,"Sixth Sense, The (1999)",4,4.0
309,1201,"Good, The Bad and The Ugly, The (1966)",5,4.0
309,2324,Life Is Beautiful (La Vita è bella) (1997),4,5.0
312,3617,Road Trip (2000),3,3.0
312,1077,Sleeper (1973),3,3.0
312,1262,"Great Escape, The (1963)",3,4.0
312,1276,Cool Hand Luke (1967),3,4.0
314,1035,"Sound of Music, The (1965)",5,4.0
314,2797,Big (1988),5,4.0
314,1610,"Hunt for Red October, The (1990)",3,4.0
314,2716,Ghostbusters (1984),4,4.0
315,950,"Thin Man, The (1934)",4,4.0
315,1964,Klute (1971),2,4.0
315,1193,One Flew Over the Cuckoo's Nest (1975),5,4.0
315,1544,"Lost World: Jurassic Park, The (1997)",2,4.0
317,1193,One Flew Over the Cuckoo's Nest (1975),4,4.0
317,2804,"Christmas Story, A (1983)",3,4.0
317,1252,Chinatown (1974),5,4.0
317,595,Beauty and the Beast (1991),3,5.0
318,1193,One Flew Over the Cuckoo's Nest (1975),4,4.0
318,2355,"Bug's Life, A (1998)",5,4.0
318,2761,"Iron Giant, The (1999)",2,4.0
318,590,Dances with Wolves (1990),3,4.0
319,1357,Shine (1996),3,3.0
319,3244,"Goodbye Girl, The (1977)",3,3.0
319,3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",4,3.0
319,144,"Brothers McMullen, The (1995)",3,3.0
326,161,Crimson Tide (1995),3,3.0
326,1393,Jerry Maguire (1996),5,3.0
326,1704,Good Will Hunting (1997),4,3.0
326,3259,Far and Away (1992),2,3.0
327,3788,Blowup (1966),4,4.0
327,3865,"Original Kings of Comedy, The (2000)",3,3.0
327,1617,L.A. Confidential (1997),4,4.0
327,3894,Solas (1999),4,3.0
329,185,"Net, The (1995)",2,3.0
329,3911,Best in Show (2000),3,3.0
329,3098,"Natural, The (1984)",3,3.0
329,364,"Lion King, The (1994)",5,3.0
331,1527,"Fifth Element, The (1997)",4,3.0
331,20,Money Train (1995),2,3.0
331,2706,American Pie (1999),2,3.0
331,1518,Breakdown (1997),3,3.0
332,1633,Ulee's Gold (1997),5,4.0
332,515,"Remains of the Day, The (1993)",4,4.0
332,2291,Edward Scissorhands (1990),5,4.0
332,2571,"Matrix, The (1999)",3,4.0
333,924,2001: A Space Odyssey (1968),5,2.0
333,2096,Sleeping Beauty (1959),2,4.0
333,497,Much Ado About Nothing (1993),5,2.0
333,3549,Guys and Dolls (1955),3,4.0
334,2291,Edward Scissorhands (1990),2,4.0
334,2858,American Beauty (1999),2,5.0
334,1801,"Man in the Iron Mask, The (1998)",3,4.0
334,265,Like Water for Chocolate (Como agua para chocolate) (1992),4,4.0
335,1391,Mars Attacks! (1996),1,1.0
335,849,Escape from L.A. (1996),1,1.0
335,3906,Under Suspicion (2000),3,1.0
335,674,Barbarella (1968),2,3.0
339,3654,"Guns of Navarone, The (1961)",4,4.0
339,2310,"Mighty, The (1998)",3,4.0
339,3100,"River Runs Through It, A (1992)",5,4.0
339,2067,Doctor Zhivago (1965),4,3.0
340,2728,Spartacus (1960),4,4.0
340,1197,"Princess Bride, The (1987)",5,4.0
340,2302,My Cousin Vinny (1992),3,3.0
340,2097,Something Wicked This Way Comes (1983),2,3.0
349,70,From Dusk Till Dawn (1996),2,3.0
349,2985,Robocop (1987),3,3.0
349,2023,"Godfather: Part III, The (1990)",4,4.0
349,1485,Liar Liar (1997),3,3.0
352,919,"Wizard of Oz, The (1939)",5,4.0
352,1960,"Last Emperor, The (1987)",4,2.0
352,1537,Shall We Dance? (Shall We Dansu?) (1996),5,3.0
352,3802,Freejack (1992),5,1.0
353,2514,Pet Sematary II (1992),2,3.0
353,1617,L.A. Confidential (1997),5,4.0
353,3844,Steel Magnolias (1989),5,4.0
353,2000,Lethal Weapon (1987),4,4.0
355,3354,Mission to Mars (2000),3,3.0
355,1729,Jackie Brown (1997),4,4.0
355,104,Happy Gilmore (1996),5,4.0
355,224,Don Juan DeMarco (1995),4,4.0
357,1592,Air Bud (1997),1,1.0
357,1704,Good Will Hunting (1997),5,3.0
357,253,Interview with the Vampire (1994),4,4.0
357,2162,"NeverEnding Story II: The Next Chapter, The (1990)",1,3.0
361,3751,Chicken Run (2000),4,4.0
361,3952,"Contender, The (2000)",4,3.0
361,2791,Airplane! (1980),5,3.0
361,1616,"Peacemaker, The (1997)",2,3.0
366,588,Aladdin (1992),3,4.0
366,1544,"Lost World: Jurassic Park, The (1997)",2,4.0
366,1019,"20,000 Leagues Under the Sea (1954)",4,3.0
366,3639,"Man with the Golden Gun, The (1974)",4,3.0
383,1193,One Flew Over the Cuckoo's Nest (1975),4,5.0
383,1197,"Princess Bride, The (1987)",5,5.0
383,2707,Arlington Road (1999),4,3.0
383,2762,"Sixth Sense, The (1999)",4,4.0
390,2900,Monkey Shines (1988),3,3.0
390,2858,American Beauty (1999),2,4.0
390,2517,Christine (1983),2,3.0
390,1995,Poltergeist II: The Other Side (1986),3,3.0
392,3175,Galaxy Quest (1999),4,3.0
392,258,"Kid in King Arthur's Court, A (1995)",3,3.0
392,3481,High Fidelity (2000),4,3.0
392,2947,Goldfinger (1964),5,3.0
393,535,Short Cuts (1993),3,3.0
393,528,"Scout, The (1994)",3,3.0
393,2863,"Hard Day's Night, A (1964)",3,3.0
393,1885,"Opposite of Sex, The (1998)",5,3.0
402,3298,Boiler Room (2000),4,3.0
402,2245,Working Girl (1988),4,3.0
402,2502,Office Space (1999),3,3.0
402,2060,BASEketball (1998),3,3.0
409,260,Star Wars: Episode IV - A New Hope (1977),5,5.0
409,1233,"Boat, The (Das Boot) (1981)",4,4.0
409,1663,Stripes (1981),4,3.0
409,225,Disclosure (1994),4,3.0
411,1219,Psycho (1960),2,3.0
411,1376,Star Trek IV: The Voyage Home (1986),4,4.0
411,2501,October Sky (1999),4,3.0
411,306,Three Colors: Red (1994),2,3.0
424,594,Snow White and the Seven Dwarfs (1937),5,5.0
424,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4,4.0
424,892,Twelfth Night (1996),4,4.0
424,1285,Heathers (1989),4,4.0
425,356,Forrest Gump (1994),3,5.0
425,1948,Tom Jones (1963),4,2.0
425,2746,Little Shop of Horrors (1986),3,3.0
425,1231,"Right Stuff, The (1983)",3,4.0
437,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5,4.0
437,1201,"Good, The Bad and The Ugly, The (1966)",5,3.0
437,599,"Wild Bunch, The (1969)",4,3.0
437,1262,"Great Escape, The (1963)",4,3.0
438,780,Independence Day (ID4) (1996),4,4.0
438,3345,"Charlie, the Lonesome Cougar (1967)",3,3.0
438,1895,Can't Hardly Wait (1998),4,3.0
438,2028,Saving Private Ryan (1998),4,5.0
439,802,Phenomenon (1996),5,4.0
439,3,Grumpier Old Men (1995),3,4.0
439,1894,Six Days Seven Nights (1998),4,3.0
439,3362,Dog Day Afternoon (1975),5,4.0
440,539,Sleepless in Seattle (1993),5,4.0
440,2891,"Happy, Texas (1999)",4,3.0
440,2763,"Thomas Crown Affair, The (1999)",5,3.0
440,2023,"Godfather: Part III, The (1990)",4,4.0
442,912,Casablanca (1942),5,5.0
442,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",5,4.0
442,111,Taxi Driver (1976),4,4.0
442,318,"Shawshank Redemption, The (1994)",5,5.0
444,1288,This Is Spinal Tap (1984),5,4.0
444,3035,Mister Roberts (1955),5,4.0
444,1256,Duck Soup (1933),3,4.0
444,2716,Ghostbusters (1984),3,4.0
445,1200,Aliens (1986),3,3.0
445,1235,Harold and Maude (1971),4,3.0
445,3450,Grumpy Old Men (1993),4,4.0
445,2851,Saturn 3 (1979),1,3.0
450,608,Fargo (1996),5,4.0
450,457,"Fugitive, The (1993)",4,5.0
450,3210,Fast Times at Ridgemont High (1982),3,4.0
450,3072,Moonstruck (1987),4,5.0
451,3363,American Graffiti (1973),5,5.0
451,2303,Nashville (1975),4,4.0
451,1231,"Right Stuff, The (1983)",5,4.0
451,1254,"Treasure of the Sierra Madre, The (1948)",5,4.0
453,1254,"Treasure of the Sierra Madre, The (1948)",5,3.0
453,1206,"Clockwork Orange, A (1971)",5,3.0
453,1440,Amos & Andrew (1993),3,2.0
453,1136,Monty Python and the Holy Grail (1974),5,3.0
456,1240,"Terminator, The (1984)",4,4.0
456,2407,Cocoon (1985),3,4.0
456,3072,Moonstruck (1987),3,4.0
456,2657,"Rocky Horror Picture Show, The (1975)",3,4.0
457,1258,"Shining, The (1980)",5,3.0
457,1242,Glory (1989),4,3.0
457,380,True Lies (1994),3,3.0
457,1228,Raging Bull (1980),4,3.0
460,1663,Stripes (1981),3,3.0
460,1256,Duck Soup (1933),3,4.0
460,1125,"Return of the Pink Panther, The (1974)",5,3.0
460,3791,Footloose (1984),2,3.0
462,516,Renaissance Man (1994),3,3.0
462,318,"Shawshank Redemption, The (1994)",5,3.0
462,2502,Office Space (1999),4,3.0
462,2804,"Christmas Story, A (1983)",1,3.0
464,2482,Still Crazy (1998),3,4.0
464,3515,Me Myself I (2000),5,3.0
464,1952,Midnight Cowboy (1969),3,3.0
464,3325,"Next Best Thing, The (2000)",1,4.0
467,377,Speed (1994),3,4.0
467,1210,Star Wars: Episode VI - Return of the Jedi (1983),1,5.0
467,22,Copycat (1995),3,4.0
467,2858,American Beauty (1999),1,4.0
473,3594,Center Stage (2000),4,3.0
473,907,"Gay Divorcee, The (1934)",5,3.0
473,1936,Mrs. Miniver (1942),4,4.0
473,905,It Happened One Night (1934),5,4.0
477,2916,Total Recall (1990),4,4.0
477,360,I Love Trouble (1994),2,4.0
477,1556,Speed 2: Cruise Control (1997),2,3.0
477,3836,Kelly's Heroes (1970),4,5.0
479,3948,Meet the Parents (2000),5,4.0
479,25,Leaving Las Vegas (1995),1,3.0
479,2822,Medicine Man (1992),4,4.0
479,1011,Herbie Rides Again (1974),3,4.0
480,3555,U-571 (2000),3,3.0
480,3793,X-Men (2000),3,3.0
480,524,Rudy (1993),3,3.0
480,62,Mr. Holland's Opus (1995),3,3.0
482,2126,Snake Eyes (1998),2,3.0
482,474,In the Line of Fire (1993),3,3.0
482,2022,"Last Temptation of Christ, The (1988)",5,3.0
482,2353,Enemy of the State (1998),3,3.0
483,924,2001: A Space Odyssey (1968),4,4.0
483,700,Angus (1995),4,3.0
483,3101,Fatal Attraction (1987),1,3.0
483,3751,Chicken Run (2000),4,4.0
489,3456,"Color of Paradise, The (Rang-e Khoda) (1999)",1,4.0
489,2291,Edward Scissorhands (1990),3,3.0
489,2788,And Now for Something Completely Different (1971),5,3.0
489,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1,3.0
491,2915,Risky Business (1983),3,3.0
491,1,Toy Story (1995),2,3.0
491,2028,Saving Private Ryan (1998),4,4.0
491,1196,Star Wars: Episode V - The Empire Strikes Back (1980),1,3.0
502,3244,"Goodbye Girl, The (1977)",4,5.0
502,593,"Silence of the Lambs, The (1991)",5,5.0
502,2335,"Waterboy, The (1998)",1,4.0
502,2599,Election (1999),2,4.0
504,1286,Somewhere in Time (1980),4,5.0
504,1259,Stand by Me (1986),5,5.0
504,1069,"Murder, My Sweet (1944)",4,4.0
504,1902,Dream for an Insomniac (1996),5,4.0
505,2971,All That Jazz (1979),5,4.0
505,317,"Santa Clause, The (1994)",4,4.0
505,2791,Airplane! (1980),5,3.0
505,3037,Little Big Man (1970),5,3.0
507,1235,Harold and Maude (1971),5,4.0
